t,Sv0,Sv1,Ss0,Sg0,Sg1,Iv0,Iv1,Is0,Ig0,Ig1,Rv0,Rv1,Rs0,Rg0,Rg1,cumIv0,cumIv1,cumIs0,cumIg0,cumIg1,cumIv, pIv,pIs,pIg
551,0.185108,0.185108,0.170658,0.162265,0.162265,0.000252513,0.000252513,0.000759213,0.00104258,0.00104258,0.0146396,0.0146396,0.0285828,0.0366922,0.0366922,0.0390569,0.0390569,0.0613654,0.0744359,0.0744359,0.0781138,0.00126257,0.00379607,0.00521292
552,0.185119,0.185119,0.17065,0.162247,0.162247,0.000251986,0.000251986,0.000757508,0.00104018,0.00104018,0.014629,0.014629,0.028593,0.0367132,0.0367132,0.0390858,0.0390858,0.0614522,0.0745551,0.0745551,0.0781716,0.00125993,0.00378754,0.00520088
553,0.18513,0.18513,0.170641,0.162228,0.162228,0.000251456,0.000251456,0.000755799,0.00103776,0.00103776,0.0146183,0.0146183,0.0286029,0.0367338,0.0367338,0.0391146,0.0391146,0.0615388,0.0746739,0.0746739,0.0782293,0.00125728,0.003779,0.00518882
554,0.185142,0.185142,0.170633,0.162211,0.162211,0.000250924,0.000250924,0.000754085,0.00103535,0.00103535,0.0146076,0.0146076,0.0286126,0.0367541,0.0367541,0.0391434,0.0391434,0.0616252,0.0747924,0.0747924,0.0782868,0.00125462,0.00377043,0.00517673
555,0.185153,0.185153,0.170626,0.162193,0.162193,0.00025039,0.00025039,0.000752367,0.00103292,0.00103292,0.0145968,0.0145968,0.0286221,0.036774,0.036774,0.0391721,0.0391721,0.0617114,0.0749107,0.0749107,0.0783443,0.00125195,0.00376184,0.00516462
556,0.185164,0.185164,0.170618,0.162176,0.162176,0.000249855,0.000249855,0.000750645,0.0010305,0.0010305,0.014586,0.014586,0.0286314,0.0367936,0.0367936,0.0392008,0.0392008,0.0617973,0.0750286,0.0750286,0.0784016,0.00124927,0.00375323,0.00515248
557,0.185175,0.185175,0.170611,0.162159,0.162159,0.000249317,0.000249317,0.000748919,0.00102806,0.00102806,0.0145752,0.0145752,0.0286404,0.0368129,0.0368129,0.0392294,0.0392294,0.0618831,0.0751463,0.0751463,0.0784588,0.00124659,0.0037446,0.00514032
558,0.185187,0.185187,0.170604,0.162143,0.162143,0.000248778,0.000248778,0.00074719,0.00102563,0.00102563,0.0145643,0.0145643,0.0286492,0.0368319,0.0368319,0.0392579,0.0392579,0.0619687,0.0752637,0.0752637,0.0785158,0.00124389,0.00373595,0.00512814
559,0.185198,0.185198,0.170597,0.162126,0.162126,0.000248237,0.000248237,0.000745457,0.00102319,0.00102319,0.0145535,0.0145535,0.0286578,0.0368505,0.0368505,0.0392864,0.0392864,0.062054,0.0753808,0.0753808,0.0785727,0.00124119,0.00372729,0.00511595
560,0.18521,0.18521,0.17059,0.162111,0.162111,0.000247695,0.000247695,0.000743721,0.00102075,0.00102075,0.0145425,0.0145425,0.0286662,0.0368687,0.0368687,0.0393147,0.0393147,0.0621392,0.0754976,0.0754976,0.0786295,0.00123848,0.0037186,0.00510373
561,0.185221,0.185221,0.170584,0.162095,0.162095,0.000247151,0.000247151,0.000741982,0.0010183,0.0010183,0.0145316,0.0145316,0.0286743,0.0368867,0.0368867,0.0393431,0.0393431,0.0622241,0.0756141,0.0756141,0.0786862,0.00123576,0.00370991,0.00509151
562,0.185233,0.185233,0.170578,0.16208,0.16208,0.000246606,0.000246606,0.00074024,0.00101585,0.00101585,0.0145206,0.0145206,0.0286822,0.0369043,0.0369043,0.0393713,0.0393713,0.0623089,0.0757304,0.0757304,0.0787427,0.00123303,0.0037012,0.00507926
563,0.185244,0.185244,0.170572,0.162065,0.162065,0.000246059,0.000246059,0.000738496,0.0010134,0.0010134,0.0145096,0.0145096,0.0286899,0.0369215,0.0369215,0.0393995,0.0393995,0.0623934,0.0758463,0.0758463,0.0787991,0.00123029,0.00369248,0.00506701
564,0.185256,0.185256,0.170566,0.162051,0.162051,0.000245511,0.000245511,0.000736749,0.00101095,0.00101095,0.0144985,0.0144985,0.0286974,0.0369385,0.0369385,0.0394277,0.0394277,0.0624777,0.075962,0.075962,0.0788553,0.00122755,0.00368374,0.00505474
565,0.185268,0.185268,0.17056,0.162036,0.162036,0.000244961,0.000244961,0.000735,0.00100849,0.00100849,0.0144874,0.0144874,0.0287046,0.0369551,0.0369551,0.0394557,0.0394557,0.0625618,0.0760773,0.0760773,0.0789115,0.00122481,0.003675,0.00504246
566,0.185279,0.185279,0.170555,0.162023,0.162023,0.000244411,0.000244411,0.000733248,0.00100603,0.00100603,0.0144763,0.0144763,0.0287116,0.0369713,0.0369713,0.0394837,0.0394837,0.0626458,0.0761924,0.0761924,0.0789675,0.00122205,0.00366624,0.00503017
567,0.185291,0.185291,0.17055,0.162009,0.162009,0.000243859,0.000243859,0.000731496,0.00100358,0.00100358,0.0144651,0.0144651,0.0287184,0.0369873,0.0369873,0.0395117,0.0395117,0.0627295,0.0763072,0.0763072,0.0790234,0.0012193,0.00365748,0.00501788
568,0.185303,0.185303,0.170545,0.161996,0.161996,0.000243306,0.000243306,0.000729741,0.00100111,0.00100111,0.0144539,0.0144539,0.028725,0.0370029,0.0370029,0.0395395,0.0395395,0.062813,0.0764217,0.0764217,0.0790791,0.00121653,0.0036487,0.00500557
569,0.185315,0.185315,0.170541,0.161983,0.161983,0.000242753,0.000242753,0.000727985,0.000998653,0.000998653,0.0144427,0.0144427,0.0287313,0.0370182,0.0370182,0.0395674,0.0395674,0.0628963,0.0765359,0.0765359,0.0791347,0.00121376,0.00363992,0.00499327
570,0.185326,0.185326,0.170536,0.161971,0.161971,0.000242198,0.000242198,0.000726228,0.000996191,0.000996191,0.0144315,0.0144315,0.0287375,0.0370331,0.0370331,0.0395951,0.0395951,0.0629794,0.0766499,0.0766499,0.0791902,0.00121099,0.00363114,0.00498095
571,0.185338,0.185338,0.170532,0.161959,0.161959,0.000241642,0.000241642,0.000724469,0.000993728,0.000993728,0.0144202,0.0144202,0.0287434,0.0370477,0.0370477,0.0396228,0.0396228,0.0630622,0.0767635,0.0767635,0.0792455,0.00120821,0.00362235,0.00496864
572,0.18535,0.18535,0.170528,0.161947,0.161947,0.000241086,0.000241086,0.00072271,0.000991264,0.000991264,0.0144088,0.0144088,0.028749,0.037062,0.037062,0.0396504,0.0396504,0.0631449,0.0768769,0.0768769,0.0793008,0.00120543,0.00361355,0.00495632
573,0.185362,0.185362,0.170525,0.161935,0.161935,0.000240529,0.000240529,0.00072095,0.000988801,0.000988801,0.0143975,0.0143975,0.0287545,0.037076,0.037076,0.0396779,0.0396779,0.0632274,0.0769899,0.0769899,0.0793558,0.00120264,0.00360475,0.004944
574,0.185374,0.185374,0.170521,0.161924,0.161924,0.000239971,0.000239971,0.000719189,0.000986337,0.000986337,0.0143861,0.0143861,0.0287597,0.0370896,0.0370896,0.0397054,0.0397054,0.0633096,0.0771027,0.0771027,0.0794108,0.00119985,0.00359594,0.00493169
575,0.185386,0.185386,0.170518,0.161913,0.161913,0.000239413,0.000239413,0.000717428,0.000983874,0.000983874,0.0143747,0.0143747,0.0287648,0.037103,0.037103,0.0397328,0.0397328,0.0633917,0.0772152,0.0772152,0.0794656,0.00119706,0.00358714,0.00491937
576,0.185398,0.185398,0.170515,0.161903,0.161903,0.000238854,0.000238854,0.000715667,0.000981412,0.000981412,0.0143632,0.0143632,0.0287696,0.037116,0.037116,0.0397602,0.0397602,0.0634736,0.0773274,0.0773274,0.0795203,0.00119427,0.00357833,0.00490706
577,0.18541,0.18541,0.170512,0.161892,0.161892,0.000238294,0.000238294,0.000713905,0.00097895,0.00097895,0.0143517,0.0143517,0.0287741,0.0371286,0.0371286,0.0397874,0.0397874,0.0635552,0.0774393,0.0774393,0.0795749,0.00119147,0.00356953,0.00489475
578,0.185422,0.185422,0.170509,0.161883,0.161883,0.000237734,0.000237734,0.000712144,0.000976489,0.000976489,0.0143402,0.0143402,0.0287785,0.037141,0.037141,0.0398147,0.0398147,0.0636367,0.0775509,0.0775509,0.0796293,0.00118867,0.00356072,0.00488245
579,0.185434,0.185434,0.170507,0.161873,0.161873,0.000237174,0.000237174,0.000710383,0.00097403,0.00097403,0.0143286,0.0143286,0.0287827,0.037153,0.037153,0.0398418,0.0398418,0.0637179,0.0776623,0.0776623,0.0796836,0.00118587,0.00355191,0.00487015
580,0.185446,0.185446,0.170505,0.161864,0.161864,0.000236613,0.000236613,0.000708622,0.000971572,0.000971572,0.014317,0.014317,0.0287866,0.0371647,0.0371647,0.0398689,0.0398689,0.0637989,0.0777734,0.0777734,0.0797378,0.00118307,0.00354311,0.00485786
581,0.185459,0.185459,0.170503,0.161855,0.161855,0.000236052,0.000236052,0.000706863,0.000969116,0.000969116,0.0143054,0.0143054,0.0287903,0.0371761,0.0371761,0.0398959,0.0398959,0.0638798,0.0778841,0.0778841,0.0797918,0.00118026,0.00353431,0.00484558
582,0.185471,0.185471,0.170501,0.161846,0.161846,0.000235491,0.000235491,0.000705103,0.000966661,0.000966661,0.0142937,0.0142937,0.0287938,0.0371872,0.0371872,0.0399229,0.0399229,0.0639604,0.0779946,0.0779946,0.0798457,0.00117746,0.00352552,0.00483331
583,0.185483,0.185483,0.1705,0.161838,0.161838,0.00023493,0.00023493,0.000703345,0.000964209,0.000964209,0.014282,0.014282,0.0287971,0.037198,0.037198,0.0399497,0.0399497,0.0640408,0.0781048,0.0781048,0.0798995,0.00117465,0.00351673,0.00482104
584,0.185495,0.185495,0.170498,0.16183,0.16183,0.000234368,0.000234368,0.000701588,0.000961759,0.000961759,0.0142703,0.0142703,0.0288002,0.0372084,0.0372084,0.0399766,0.0399766,0.064121,0.0782147,0.0782147,0.0799531,0.00117184,0.00350794,0.00480879
585,0.185508,0.185508,0.170497,0.161822,0.161822,0.000233807,0.000233807,0.000699832,0.000959311,0.000959311,0.0142585,0.0142585,0.028803,0.0372185,0.0372185,0.0400033,0.0400033,0.064201,0.0783244,0.0783244,0.0800066,0.00116904,0.00349916,0.00479656
586,0.18552,0.18552,0.170496,0.161815,0.161815,0.000233246,0.000233246,0.000698077,0.000956866,0.000956866,0.0142467,0.0142467,0.0288057,0.0372284,0.0372284,0.04003,0.04003,0.0642808,0.0784337,0.0784337,0.08006,0.00116623,0.00349039,0.00478433
587,0.185532,0.185532,0.170496,0.161808,0.161808,0.000232684,0.000232684,0.000696324,0.000954424,0.000954424,0.0142349,0.0142349,0.0288081,0.0372379,0.0372379,0.0400566,0.0400566,0.0643604,0.0785428,0.0785428,0.0801132,0.00116342,0.00348162,0.00477212
588,0.185545,0.185545,0.170495,0.161801,0.161801,0.000232123,0.000232123,0.000694573,0.000951985,0.000951985,0.014223,0.014223,0.0288103,0.0372471,0.0372471,0.0400832,0.0400832,0.0644398,0.0786516,0.0786516,0.0801664,0.00116061,0.00347286,0.00475993
589,0.185557,0.185557,0.170495,0.161795,0.161795,0.000231562,0.000231562,0.000692823,0.00094955,0.00094955,0.0142111,0.0142111,0.0288123,0.0372559,0.0372559,0.0401097,0.0401097,0.064519,0.0787601,0.0787601,0.0802193,0.00115781,0.00346412,0.00474775
590,0.18557,0.18557,0.170495,0.161788,0.161788,0.000231001,0.000231001,0.000691076,0.000947118,0.000947118,0.0141992,0.0141992,0.0288141,0.0372645,0.0372645,0.0401361,0.0401361,0.064598,0.0788683,0.0788683,0.0802722,0.00115501,0.00345538,0.00473559
591,0.185582,0.185582,0.170495,0.161783,0.161783,0.00023044,0.00023044,0.00068933,0.000944689,0.000944689,0.0141872,0.0141872,0.0288157,0.0372728,0.0372728,0.0401625,0.0401625,0.0646768,0.0789763,0.0789763,0.0803249,0.0011522,0.00344665,0.00472345
592,0.185595,0.185595,0.170495,0.161777,0.161777,0.00022988,0.00022988,0.000687587,0.000942264,0.000942264,0.0141752,0.0141752,0.0288171,0.0372808,0.0372808,0.0401888,0.0401888,0.0647554,0.079084,0.079084,0.0803775,0.0011494,0.00343794,0.00471132
593,0.185607,0.185607,0.170496,0.161772,0.161772,0.00022932,0.00022932,0.000685846,0.000939844,0.000939844,0.0141632,0.0141632,0.0288183,0.0372884,0.0372884,0.040215,0.040215,0.0648338,0.0791914,0.0791914,0.08043,0.0011466,0.00342923,0.00469922
594,0.18562,0.18562,0.170497,0.161767,0.161767,0.000228761,0.000228761,0.000684108,0.000937427,0.000937427,0.0141512,0.0141512,0.0288193,0.0372958,0.0372958,0.0402412,0.0402412,0.064912,0.0792985,0.0792985,0.0804823,0.0011438,0.00342054,0.00468714
595,0.185633,0.185633,0.170498,0.161762,0.161762,0.000228202,0.000228202,0.000682372,0.000935015,0.000935015,0.0141391,0.0141391,0.02882,0.0373028,0.0373028,0.0402673,0.0402673,0.06499,0.0794053,0.0794053,0.0805345,0.00114101,0.00341186,0.00467508
596,0.185645,0.185645,0.170499,0.161758,0.161758,0.000227643,0.000227643,0.000680639,0.000932607,0.000932607,0.0141269,0.0141269,0.0288206,0.0373096,0.0373096,0.0402933,0.0402933,0.0650678,0.0795119,0.0795119,0.0805866,0.00113822,0.0034032,0.00466304
597,0.185658,0.185658,0.1705,0.161754,0.161754,0.000227085,0.000227085,0.000678909,0.000930205,0.000930205,0.0141148,0.0141148,0.028821,0.0373161,0.0373161,0.0403193,0.0403193,0.0651454,0.0796182,0.0796182,0.0806386,0.00113543,0.00339455,0.00465102
598,0.185671,0.185671,0.170502,0.16175,0.16175,0.000226528,0.000226528,0.000677182,0.000927807,0.000927807,0.0141026,0.0141026,0.0288211,0.0373222,0.0373222,0.0403452,0.0403452,0.0652228,0.0797242,0.0797242,0.0806904,0.00113264,0.00338591,0.00463903
599,0.185684,0.185684,0.170503,0.161746,0.161746,0.000225971,0.000225971,0.000675458,0.000925414,0.000925414,0.0140904,0.0140904,0.0288211,0.0373281,0.0373281,0.040371,0.040371,0.0653,0.0798299,0.0798299,0.0807421,0.00112986,0.00337729,0.00462707
600,0.185696,0.185696,0.170505,0.161743,0.161743,0.000225415,0.000225415,0.000673738,0.000923026,0.000923026,0.0140781,0.0140781,0.0288209,0.0373337,0.0373337,0.0403968,0.0403968,0.065377,0.0799354,0.0799354,0.0807936,0.00112708,0.00336869,0.00461513
601,0.185709,0.185709,0.170508,0.16174,0.16174,0.00022486,0.00022486,0.00067202,0.000920643,0.000920643,0.0140659,0.0140659,0.0288204,0.0373389,0.0373389,0.0404225,0.0404225,0.0654538,0.0800405,0.0800405,0.0808451,0.0011243,0.0033601,0.00460322
602,0.185722,0.185722,0.17051,0.161738,0.161738,0.000224305,0.000224305,0.000670307,0.000918267,0.000918267,0.0140535,0.0140535,0.0288198,0.0373439,0.0373439,0.0404482,0.0404482,0.0655304,0.0801455,0.0801455,0.0808964,0.00112153,0.00335153,0.00459133
603,0.185735,0.185735,0.170512,0.161735,0.161735,0.000223752,0.000223752,0.000668597,0.000915895,0.000915895,0.0140412,0.0140412,0.0288189,0.0373486,0.0373486,0.0404738,0.0404738,0.0656068,0.0802501,0.0802501,0.0809475,0.00111876,0.00334298,0.00457948
604,0.185748,0.185748,0.170515,0.161733,0.161733,0.000223199,0.000223199,0.00066689,0.00091353,0.00091353,0.0140288,0.0140288,0.0288179,0.037353,0.037353,0.0404993,0.0404993,0.065683,0.0803545,0.0803545,0.0809986,0.00111599,0.00333445,0.00456765
605,0.185761,0.185761,0.170518,0.161732,0.161732,0.000222647,0.000222647,0.000665188,0.00091117,0.00091117,0.0140164,0.0140164,0.0288167,0.0373572,0.0373572,0.0405248,0.0405248,0.065759,0.0804586,0.0804586,0.0810495,0.00111324,0.00332594,0.00455585
606,0.185774,0.185774,0.170521,0.16173,0.16173,0.000222096,0.000222096,0.00066349,0.000908817,0.000908817,0.014004,0.014004,0.0288152,0.037361,0.037361,0.0405502,0.0405502,0.0658348,0.0805624,0.0805624,0.0811003,0.00111048,0.00331745,0.00454409
607,0.185787,0.185787,0.170525,0.161729,0.161729,0.000221546,0.000221546,0.000661795,0.00090647,0.00090647,0.0139915,0.0139915,0.0288136,0.0373645,0.0373645,0.0405755,0.0405755,0.0659105,0.080666,0.080666,0.081151,0.00110773,0.00330898,0.00453235
608,0.1858,0.1858,0.170528,0.161728,0.161728,0.000220997,0.000220997,0.000660105,0.000904129,0.000904129,0.013979,0.013979,0.0288118,0.0373678,0.0373678,0.0406008,0.0406008,0.0659859,0.0807693,0.0807693,0.0812015,0.00110499,0.00330053,0.00452065
609,0.185813,0.185813,0.170532,0.161727,0.161727,0.000220449,0.000220449,0.000658419,0.000901795,0.000901795,0.0139665,0.0139665,0.0288098,0.0373708,0.0373708,0.040626,0.040626,0.0660612,0.0808723,0.0808723,0.0812519,0.00110225,0.0032921,0.00450898
610,0.185826,0.185826,0.170536,0.161727,0.161727,0.000219903,0.000219903,0.000656738,0.000899468,0.000899468,0.0139539,0.0139539,0.0288076,0.0373735,0.0373735,0.0406511,0.0406511,0.0661362,0.0809751,0.0809751,0.0813022,0.00109951,0.00328369,0.00449734
611,0.185839,0.185839,0.17054,0.161727,0.161727,0.000219357,0.000219357,0.000655061,0.000897147,0.000897147,0.0139414,0.0139414,0.0288052,0.0373759,0.0373759,0.0406762,0.0406762,0.0662111,0.0810776,0.0810776,0.0813524,0.00109679,0.0032753,0.00448574
612,0.185852,0.185852,0.170544,0.161727,0.161727,0.000218813,0.000218813,0.000653389,0.000894833,0.000894833,0.0139287,0.0139287,0.0288027,0.0373781,0.0373781,0.0407012,0.0407012,0.0662857,0.0811798,0.0811798,0.0814024,0.00109406,0.00326694,0.00447417
613,0.185866,0.185866,0.170548,0.161728,0.161728,0.00021827,0.00021827,0.000651721,0.000892527,0.000892527,0.0139161,0.0139161,0.0287999,0.03738,0.03738,0.0407262,0.0407262,0.0663602,0.0812818,0.0812818,0.0814524,0.00109135,0.00325861,0.00446263
614,0.185879,0.185879,0.170553,0.161728,0.161728,0.000217728,0.000217728,0.000650058,0.000890227,0.000890227,0.0139034,0.0139034,0.028797,0.0373816,0.0373816,0.0407511,0.0407511,0.0664345,0.0813835,0.0813835,0.0815021,0.00108864,0.00325029,0.00445114
615,0.185892,0.185892,0.170558,0.161729,0.161729,0.000217187,0.000217187,0.0006484,0.000887935,0.000887935,0.0138907,0.0138907,0.0287938,0.0373829,0.0373829,0.0407759,0.0407759,0.0665086,0.081485,0.081485,0.0815518,0.00108593,0.003242,0.00443968
616,0.185905,0.185905,0.170563,0.16173,0.16173,0.000216648,0.000216648,0.000646747,0.00088565,0.00088565,0.013878,0.013878,0.0287905,0.037384,0.037384,0.0408007,0.0408007,0.0665825,0.0815862,0.0815862,0.0816014,0.00108324,0.00323374,0.00442825
617,0.185919,0.185919,0.170568,0.161732,0.161732,0.00021611,0.00021611,0.0006451,0.000883373,0.000883373,0.0138652,0.0138652,0.028787,0.0373847,0.0373847,0.0408254,0.0408254,0.0666563,0.0816871,0.0816871,0.0816508,0.00108055,0.0032255,0.00441687
618,0.185932,0.185932,0.170573,0.161734,0.161734,0.000215573,0.000215573,0.000643457,0.000881104,0.000881104,0.0138525,0.0138525,0.0287833,0.0373853,0.0373853,0.04085,0.04085,0.0667298,0.0817878,0.0817878,0.0817001,0.00107787,0.00321728,0.00440552
619,0.185945,0.185945,0.170579,0.161736,0.161736,0.000215038,0.000215038,0.000641819,0.000878842,0.000878842,0.0138397,0.0138397,0.0287795,0.0373855,0.0373855,0.0408746,0.0408746,0.0668031,0.0818882,0.0818882,0.0817493,0.00107519,0.0032091,0.00439421
620,0.185959,0.185959,0.170584,0.161738,0.161738,0.000214505,0.000214505,0.000640187,0.000876588,0.000876588,0.0138268,0.0138268,0.0287754,0.0373855,0.0373855,0.0408992,0.0408992,0.0668763,0.0819884,0.0819884,0.0817983,0.00107252,0.00320094,0.00438294
621,0.185972,0.185972,0.17059,0.16174,0.16174,0.000213972,0.000213972,0.000638561,0.000874342,0.000874342,0.013814,0.013814,0.0287712,0.0373853,0.0373853,0.0409236,0.0409236,0.0669493,0.0820883,0.0820883,0.0818473,0.00106986,0.0031928,0.00437171
622,0.185985,0.185985,0.170596,0.161743,0.161743,0.000213442,0.000213442,0.00063694,0.000872104,0.000872104,0.0138011,0.0138011,0.0287668,0.0373847,0.0373847,0.040948,0.040948,0.0670221,0.082188,0.082188,0.0818961,0.00106721,0.0031847,0.00436052
623,0.185999,0.185999,0.170602,0.161746,0.161746,0.000212913,0.000212913,0.000635324,0.000869875,0.000869875,0.0137881,0.0137881,0.0287622,0.0373839,0.0373839,0.0409724,0.0409724,0.0670947,0.0822874,0.0822874,0.0819448,0.00106456,0.00317662,0.00434937
624,0.186012,0.186012,0.170609,0.161749,0.161749,0.000212385,0.000212385,0.000633714,0.000867653,0.000867653,0.0137752,0.0137752,0.0287575,0.0373829,0.0373829,0.0409967,0.0409967,0.0671671,0.0823865,0.0823865,0.0819933,0.00106193,0.00316857,0.00433827
625,0.186026,0.186026,0.170615,0.161753,0.161753,0.000211859,0.000211859,0.00063211,0.000865441,0.000865441,0.0137622,0.0137622,0.0287525,0.0373816,0.0373816,0.0410209,0.0410209,0.0672394,0.0824854,0.0824854,0.0820418,0.0010593,0.00316055,0.0043272
626,0.186039,0.186039,0.170622,0.161757,0.161757,0.000211335,0.000211335,0.000630512,0.000863236,0.000863236,0.0137492,0.0137492,0.0287474,0.0373801,0.0373801,0.0410451,0.0410451,0.0673115,0.0825841,0.0825841,0.0820901,0.00105668,0.00315256,0.00431618
627,0.186053,0.186053,0.170629,0.161761,0.161761,0.000210813,0.000210813,0.00062892,0.00086104,0.00086104,0.0137362,0.0137362,0.0287422,0.0373782,0.0373782,0.0410692,0.0410692,0.0673834,0.0826825,0.0826825,0.0821383,0.00105406,0.0031446,0.0043052
628,0.186067,0.186067,0.170636,0.161765,0.161765,0.000210292,0.000210292,0.000627333,0.000858853,0.000858853,0.0137232,0.0137232,0.0287367,0.0373762,0.0373762,0.0410932,0.0410932,0.0674551,0.0827807,0.0827807,0.0821864,0.00105146,0.00313667,0.00429427
629,0.18608,0.18608,0.170643,0.161769,0.161769,0.000209773,0.000209773,0.000625753,0.000856675,0.000856675,0.0137101,0.0137101,0.0287311,0.0373739,0.0373739,0.0411172,0.0411172,0.0675266,0.0828786,0.0828786,0.0822344,0.00104886,0.00312876,0.00428338
630,0.186094,0.186094,0.17065,0.161774,0.161774,0.000209255,0.000209255,0.000624179,0.000854506,0.000854506,0.013697,0.013697,0.0287253,0.0373713,0.0373713,0.0411411,0.0411411,0.0675979,0.0829762,0.0829762,0.0822823,0.00104628,0.00312089,0.00427253
631,0.186107,0.186107,0.170658,0.161779,0.161779,0.00020874,0.00020874,0.000622611,0.000852345,0.000852345,0.0136839,0.0136839,0.0287194,0.0373685,0.0373685,0.041165,0.041165,0.0676691,0.0830737,0.0830737,0.08233,0.0010437,0.00311305,0.00426173
632,0.186121,0.186121,0.170666,0.161784,0.161784,0.000208226,0.000208226,0.000621049,0.000850194,0.000850194,0.0136707,0.0136707,0.0287133,0.0373655,0.0373655,0.0411888,0.0411888,0.0677401,0.0831709,0.0831709,0.0823777,0.00104113,0.00310525,0.00425097
633,0.186135,0.186135,0.170674,0.16179,0.16179,0.000207714,0.000207714,0.000619494,0.000848052,0.000848052,0.0136576,0.0136576,0.028707,0.0373622,0.0373622,0.0412126,0.0412126,0.067811,0.0832678,0.0832678,0.0824252,0.00103857,0.00309747,0.00424026
634,0.186148,0.186148,0.170681,0.161795,0.161795,0.000207204,0.000207204,0.000617945,0.000845919,0.000845919,0.0136444,0.0136444,0.0287006,0.0373587,0.0373587,0.0412363,0.0412363,0.0678816,0.0833645,0.0833645,0.0824726,0.00103602,0.00308972,0.00422959
635,0.186162,0.186162,0.17069,0.161801,0.161801,0.000206696,0.000206696,0.000616402,0.000843795,0.000843795,0.0136312,0.0136312,0.028694,0.0373549,0.0373549,0.0412599,0.0412599,0.0679521,0.083461,0.083461,0.0825198,0.00103348,0.00308201,0.00421898
636,0.186176,0.186176,0.170698,0.161807,0.161807,0.00020619,0.00020619,0.000614866,0.000841681,0.000841681,0.0136179,0.0136179,0.0286872,0.0373509,0.0373509,0.0412835,0.0412835,0.0680224,0.0835572,0.0835572,0.082567,0.00103095,0.00307433,0.0042084
637,0.18619,0.18619,0.170706,0.161814,0.161814,0.000205686,0.000205686,0.000613336,0.000839576,0.000839576,0.0136047,0.0136047,0.0286803,0.0373467,0.0373467,0.041307,0.041307,0.0680925,0.0836532,0.0836532,0.0826141,0.00102843,0.00306668,0.00419788
638,0.186203,0.186203,0.170715,0.16182,0.16182,0.000205183,0.000205183,0.000611813,0.000837481,0.000837481,0.0135914,0.0135914,0.0286732,0.0373422,0.0373422,0.0413305,0.0413305,0.0681625,0.0837489,0.0837489,0.082661,0.00102592,0.00305907,0.0041874
639,0.186217,0.186217,0.170724,0.161827,0.161827,0.000204683,0.000204683,0.000610297,0.000835395,0.000835395,0.0135781,0.0135781,0.0286659,0.0373376,0.0373376,0.0413539,0.0413539,0.0682323,0.0838445,0.0838445,0.0827078,0.00102341,0.00305149,0.00417697
640,0.186231,0.186231,0.170733,0.161834,0.161834,0.000204184,0.000204184,0.000608788,0.000833319,0.000833319,0.0135648,0.0135648,0.0286585,0.0373326,0.0373326,0.0413773,0.0413773,0.0683019,0.0839397,0.0839397,0.0827546,0.00102092,0.00304394,0.00416659
641,0.186245,0.186245,0.170742,0.161841,0.161841,0.000203688,0.000203688,0.000607285,0.000831253,0.000831253,0.0135514,0.0135514,0.028651,0.0373275,0.0373275,0.0414006,0.0414006,0.0683713,0.0840348,0.0840348,0.0828012,0.00101844,0.00303643,0.00415626
642,0.186259,0.186259,0.170751,0.161849,0.161849,0.000203194,0.000203194,0.000605789,0.000829196,0.000829196,0.013538,0.013538,0.0286433,0.0373221,0.0373221,0.0414238,0.0414238,0.0684406,0.0841296,0.0841296,0.0828476,0.00101597,0.00302895,0.00414598
643,0.186273,0.186273,0.17076,0.161856,0.161856,0.000202702,0.000202702,0.0006043,0.000827149,0.000827149,0.0135247,0.0135247,0.0286354,0.0373165,0.0373165,0.041447,0.041447,0.0685097,0.0842242,0.0842242,0.082894,0.00101351,0.0030215,0.00413575
644,0.186287,0.186287,0.17077,0.161864,0.161864,0.000202211,0.000202211,0.000602818,0.000825113,0.000825113,0.0135112,0.0135112,0.0286274,0.0373107,0.0373107,0.0414701,0.0414701,0.0685787,0.0843186,0.0843186,0.0829403,0.00101106,0.00301409,0.00412556
645,0.1863,0.1863,0.170779,0.161872,0.161872,0.000201723,0.000201723,0.000601343,0.000823086,0.000823086,0.0134978,0.0134978,0.0286192,0.0373046,0.0373046,0.0414932,0.0414932,0.0686475,0.0844127,0.0844127,0.0829865,0.00100862,0.00300672,0.00411543
646,0.186314,0.186314,0.170789,0.161881,0.161881,0.000201238,0.000201238,0.000599876,0.000821069,0.000821069,0.0134844,0.0134844,0.0286109,0.0372983,0.0372983,0.0415163,0.0415163,0.0687161,0.0845066,0.0845066,0.0830325,0.00100619,0.00299938,0.00410534
647,0.186328,0.186328,0.170799,0.161889,0.161889,0.000200754,0.000200754,0.000598415,0.000819062,0.000819062,0.0134709,0.0134709,0.0286025,0.0372919,0.0372919,0.0415392,0.0415392,0.0687845,0.0846003,0.0846003,0.0830784,0.00100377,0.00299207,0.00409531
648,0.186342,0.186342,0.170809,0.161898,0.161898,0.000200272,0.000200272,0.000596961,0.000817066,0.000817066,0.0134574,0.0134574,0.0285939,0.0372852,0.0372852,0.0415621,0.0415621,0.0688528,0.0846938,0.0846938,0.0831243,0.00100136,0.0029848,0.00408533
649,0.186356,0.186356,0.170819,0.161907,0.161907,0.000199793,0.000199793,0.000595514,0.00081508,0.00081508,0.0134439,0.0134439,0.0285851,0.0372782,0.0372782,0.041585,0.041585,0.0689209,0.084787,0.084787,0.08317,0.000998963,0.00297757,0.0040754
