t,Sv0,Sv1,Ss0,Sg0,Sg1,Iv0,Iv1,Is0,Ig0,Ig1,Rv0,Rv1,Rs0,Rg0,Rg1,cumIv0,cumIv1,cumIs0,cumIg0,cumIg1,cumIv, pIv,pIs,pIg
650,0.18637,0.18637,0.17083,0.161916,0.161916,0.000199315,0.000199315,0.000594075,0.000813103,0.000813103,0.0134304,0.0134304,0.0285762,0.0372711,0.0372711,0.0416078,0.0416078,0.0689889,0.08488,0.08488,0.0832156,0.000996577,0.00297038,0.00406552
651,0.186384,0.186384,0.17084,0.161925,0.161925,0.00019884,0.00019884,0.000592643,0.000811138,0.000811138,0.0134168,0.0134168,0.0285672,0.0372638,0.0372638,0.0416306,0.0416306,0.0690567,0.0849728,0.0849728,0.0832611,0.000994202,0.00296322,0.00405569
652,0.186398,0.186398,0.170851,0.161935,0.161935,0.000198368,0.000198368,0.000591218,0.000809182,0.000809182,0.0134032,0.0134032,0.028558,0.0372562,0.0372562,0.0416533,0.0416533,0.0691244,0.0850654,0.0850654,0.0833065,0.000991838,0.00295609,0.00404591
653,0.186412,0.186412,0.170862,0.161944,0.161944,0.000197897,0.000197897,0.000589801,0.000807237,0.000807237,0.0133897,0.0133897,0.0285487,0.0372485,0.0372485,0.0416759,0.0416759,0.0691919,0.0851578,0.0851578,0.0833518,0.000989485,0.002949,0.00403619
654,0.186427,0.186427,0.170872,0.161954,0.161954,0.000197429,0.000197429,0.000588391,0.000805303,0.000805303,0.0133761,0.0133761,0.0285392,0.0372405,0.0372405,0.0416985,0.0416985,0.0692592,0.0852499,0.0852499,0.083397,0.000987144,0.00294195,0.00402651
655,0.186441,0.186441,0.170883,0.161964,0.161964,0.000196963,0.000196963,0.000586988,0.000803379,0.000803379,0.0133625,0.0133625,0.0285296,0.0372324,0.0372324,0.0417211,0.0417211,0.0693264,0.0853419,0.0853419,0.0834421,0.000984813,0.00293494,0.0040169
656,0.186455,0.186455,0.170895,0.161975,0.161975,0.000196499,0.000196499,0.000585593,0.000801466,0.000801466,0.0133488,0.0133488,0.0285199,0.037224,0.037224,0.0417436,0.0417436,0.0693934,0.0854336,0.0854336,0.0834871,0.000982495,0.00292796,0.00400733
657,0.186469,0.186469,0.170906,0.161985,0.161985,0.000196038,0.000196038,0.000584205,0.000799563,0.000799563,0.0133352,0.0133352,0.02851,0.0372155,0.0372155,0.041766,0.041766,0.0694603,0.0855251,0.0855251,0.083532,0.000980188,0.00292103,0.00399781
658,0.186483,0.186483,0.170917,0.161996,0.161996,0.000195578,0.000195578,0.000582825,0.00079767,0.00079767,0.0133215,0.0133215,0.0285,0.0372067,0.0372067,0.0417884,0.0417884,0.069527,0.0856164,0.0856164,0.0835768,0.000977892,0.00291413,0.00398835
659,0.186497,0.186497,0.170929,0.162006,0.162006,0.000195122,0.000195122,0.000581452,0.000795789,0.000795789,0.0133078,0.0133078,0.0284899,0.0371978,0.0371978,0.0418107,0.0418107,0.0695935,0.0857075,0.0857075,0.0836214,0.000975608,0.00290726,0.00397894
660,0.186511,0.186511,0.17094,0.162017,0.162017,0.000194667,0.000194667,0.000580087,0.000793918,0.000793918,0.0132941,0.0132941,0.0284796,0.0371886,0.0371886,0.041833,0.041833,0.0696599,0.0857984,0.0857984,0.083666,0.000973336,0.00290044,0.00396959
661,0.186525,0.186525,0.170952,0.162029,0.162029,0.000194215,0.000194215,0.00057873,0.000792058,0.000792058,0.0132804,0.0132804,0.0284692,0.0371793,0.0371793,0.0418553,0.0418553,0.0697262,0.0858891,0.0858891,0.0837105,0.000971075,0.00289365,0.00396029
662,0.18654,0.18654,0.170964,0.16204,0.16204,0.000193765,0.000193765,0.00057738,0.000790208,0.000790208,0.0132667,0.0132667,0.0284587,0.0371697,0.0371697,0.0418774,0.0418774,0.0697923,0.0859795,0.0859795,0.0837549,0.000968827,0.0028869,0.00395104
663,0.186554,0.186554,0.170976,0.162052,0.162052,0.000193318,0.000193318,0.000576038,0.00078837,0.00078837,0.0132529,0.0132529,0.028448,0.03716,0.03716,0.0418996,0.0418996,0.0698582,0.0860698,0.0860698,0.0837991,0.00096659,0.00288019,0.00394185
664,0.186568,0.186568,0.170988,0.162063,0.162063,0.000192873,0.000192873,0.000574703,0.000786542,0.000786542,0.0132392,0.0132392,0.0284372,0.0371501,0.0371501,0.0419217,0.0419217,0.069924,0.0861599,0.0861599,0.0838433,0.000964366,0.00287352,0.00393271
665,0.186582,0.186582,0.171,0.162075,0.162075,0.000192431,0.000192431,0.000573377,0.000784725,0.000784725,0.0132254,0.0132254,0.0284263,0.03714,0.03714,0.0419437,0.0419437,0.0699897,0.0862497,0.0862497,0.0838874,0.000962153,0.00286688,0.00392363
666,0.186596,0.186596,0.171013,0.162087,0.162087,0.00019199,0.00019199,0.000572058,0.000782919,0.000782919,0.0132116,0.0132116,0.0284153,0.0371298,0.0371298,0.0419657,0.0419657,0.0700552,0.0863394,0.0863394,0.0839314,0.000959952,0.00286029,0.0039146
667,0.186611,0.186611,0.171025,0.1621,0.1621,0.000191553,0.000191553,0.000570746,0.000781124,0.000781124,0.0131978,0.0131978,0.0284041,0.0371193,0.0371193,0.0419876,0.0419876,0.0701206,0.0864288,0.0864288,0.0839753,0.000957764,0.00285373,0.00390562
668,0.186625,0.186625,0.171038,0.162112,0.162112,0.000191118,0.000191118,0.000569443,0.00077934,0.00077934,0.013184,0.013184,0.0283929,0.0371087,0.0371087,0.0420095,0.0420095,0.0701858,0.0865181,0.0865181,0.084019,0.000955588,0.00284721,0.0038967
669,0.186639,0.186639,0.17105,0.162125,0.162125,0.000190685,0.000190685,0.000568147,0.000777567,0.000777567,0.0131702,0.0131702,0.0283815,0.0370978,0.0370978,0.0420314,0.0420314,0.0702509,0.0866072,0.0866072,0.0840627,0.000953424,0.00284074,0.00388783
670,0.186653,0.186653,0.171063,0.162137,0.162137,0.000190254,0.000190254,0.00056686,0.000775805,0.000775805,0.0131563,0.0131563,0.0283699,0.0370869,0.0370869,0.0420532,0.0420532,0.0703158,0.086696,0.086696,0.0841063,0.000951272,0.0028343,0.00387902
671,0.186668,0.186668,0.171076,0.16215,0.16215,0.000189827,0.000189827,0.00056558,0.000774054,0.000774054,0.0131425,0.0131425,0.0283583,0.0370757,0.0370757,0.0420749,0.0420749,0.0703806,0.0867847,0.0867847,0.0841498,0.000949133,0.0028279,0.00387027
672,0.186682,0.186682,0.171089,0.162163,0.162163,0.000189401,0.000189401,0.000564307,0.000772313,0.000772313,0.0131286,0.0131286,0.0283465,0.0370644,0.0370644,0.0420966,0.0420966,0.0704453,0.0868732,0.0868732,0.0841932,0.000947006,0.00282154,0.00386157
673,0.186696,0.186696,0.171102,0.162177,0.162177,0.000188978,0.000188978,0.000563043,0.000770584,0.000770584,0.0131148,0.0131148,0.0283347,0.0370528,0.0370528,0.0421183,0.0421183,0.0705098,0.0869615,0.0869615,0.0842365,0.000944891,0.00281522,0.00385292
674,0.186711,0.186711,0.171116,0.16219,0.16219,0.000188558,0.000188558,0.000561787,0.000768866,0.000768866,0.0131009,0.0131009,0.0283227,0.0370412,0.0370412,0.0421399,0.0421399,0.0705742,0.0870496,0.0870496,0.0842797,0.000942789,0.00280893,0.00384433
675,0.186725,0.186725,0.171129,0.162204,0.162204,0.00018814,0.00018814,0.000560539,0.00076716,0.00076716,0.013087,0.013087,0.0283106,0.0370293,0.0370293,0.0421614,0.0421614,0.0706384,0.0871375,0.0871375,0.0843229,0.000940699,0.00280269,0.0038358
676,0.186739,0.186739,0.171142,0.162217,0.162217,0.000187724,0.000187724,0.000559298,0.000765464,0.000765464,0.0130731,0.0130731,0.0282984,0.0370173,0.0370173,0.0421829,0.0421829,0.0707025,0.0872252,0.0872252,0.0843659,0.000938622,0.00279649,0.00382732
677,0.186754,0.186754,0.171156,0.162231,0.162231,0.000187312,0.000187312,0.000558066,0.000763779,0.000763779,0.0130592,0.0130592,0.0282861,0.0370051,0.0370051,0.0422044,0.0422044,0.0707664,0.0873128,0.0873128,0.0844088,0.000936558,0.00279033,0.0038189
678,0.186768,0.186768,0.17117,0.162245,0.162245,0.000186901,0.000186901,0.000556841,0.000762106,0.000762106,0.0130452,0.0130452,0.0282736,0.0369928,0.0369928,0.0422258,0.0422258,0.0708303,0.0874001,0.0874001,0.0844517,0.000934506,0.00278421,0.00381053
679,0.186782,0.186782,0.171183,0.162259,0.162259,0.000186493,0.000186493,0.000555624,0.000760443,0.000760443,0.0130313,0.0130313,0.0282611,0.0369803,0.0369803,0.0422472,0.0422472,0.070894,0.0874873,0.0874873,0.0844944,0.000932467,0.00277812,0.00380222
680,0.186797,0.186797,0.171197,0.162274,0.162274,0.000186088,0.000186088,0.000554416,0.000758792,0.000758792,0.0130174,0.0130174,0.0282485,0.0369676,0.0369676,0.0422686,0.0422686,0.0709575,0.0875743,0.0875743,0.0845371,0.00093044,0.00277208,0.00379396
681,0.186811,0.186811,0.171211,0.162288,0.162288,0.000185685,0.000185685,0.000553215,0.000757152,0.000757152,0.0130034,0.0130034,0.0282357,0.0369548,0.0369548,0.0422898,0.0422898,0.0710209,0.0876611,0.0876611,0.0845797,0.000928426,0.00276608,0.00378576
682,0.186825,0.186825,0.171225,0.162303,0.162303,0.000185285,0.000185285,0.000552023,0.000755523,0.000755523,0.0129894,0.0129894,0.0282229,0.0369418,0.0369418,0.0423111,0.0423111,0.0710842,0.0877477,0.0877477,0.0846222,0.000926425,0.00276011,0.00377762
683,0.18684,0.18684,0.171239,0.162317,0.162317,0.000184887,0.000184887,0.000550838,0.000753906,0.000753906,0.0129755,0.0129755,0.0282099,0.0369287,0.0369287,0.0423323,0.0423323,0.0711474,0.0878342,0.0878342,0.0846646,0.000924437,0.00275419,0.00376953
684,0.186854,0.186854,0.171254,0.162332,0.162332,0.000184492,0.000184492,0.000549662,0.0007523,0.0007523,0.0129615,0.0129615,0.0281968,0.0369155,0.0369155,0.0423534,0.0423534,0.0712104,0.0879204,0.0879204,0.0847069,0.000922461,0.00274831,0.0037615
685,0.186868,0.186868,0.171268,0.162347,0.162347,0.0001841,0.0001841,0.000548493,0.000750704,0.000750704,0.0129475,0.0129475,0.0281837,0.036902,0.036902,0.0423746,0.0423746,0.0712733,0.0880065,0.0880065,0.0847491,0.000920498,0.00274247,0.00375352
686,0.186883,0.186883,0.171282,0.162362,0.162362,0.00018371,0.00018371,0.000547333,0.000749121,0.000749121,0.0129335,0.0129335,0.0281704,0.0368884,0.0368884,0.0423956,0.0423956,0.0713361,0.0880925,0.0880925,0.0847912,0.000918548,0.00273666,0.0037456
687,0.186897,0.186897,0.171297,0.162378,0.162378,0.000183322,0.000183322,0.000546181,0.000747548,0.000747548,0.0129195,0.0129195,0.0281571,0.0368747,0.0368747,0.0424167,0.0424167,0.0713988,0.0881782,0.0881782,0.0848333,0.000916611,0.0027309,0.00373774
688,0.186912,0.186912,0.171311,0.162393,0.162393,0.000182937,0.000182937,0.000545036,0.000745986,0.000745986,0.0129055,0.0129055,0.0281436,0.0368609,0.0368609,0.0424376,0.0424376,0.0714613,0.0882638,0.0882638,0.0848753,0.000914687,0.00272518,0.00372993
689,0.186926,0.186926,0.171326,0.162409,0.162409,0.000182555,0.000182555,0.0005439,0.000744436,0.000744436,0.0128915,0.0128915,0.02813,0.0368469,0.0368469,0.0424586,0.0424586,0.0715237,0.0883492,0.0883492,0.0849172,0.000912776,0.0027195,0.00372218
690,0.18694,0.18694,0.171341,0.162424,0.162424,0.000182176,0.000182176,0.000542772,0.000742897,0.000742897,0.0128775,0.0128775,0.0281164,0.0368327,0.0368327,0.0424795,0.0424795,0.071586,0.0884344,0.0884344,0.084959,0.000910878,0.00271386,0.00371449
691,0.186955,0.186955,0.171356,0.16244,0.16244,0.000181799,0.000181799,0.000541652,0.00074137,0.00074137,0.0128634,0.0128634,0.0281027,0.0368184,0.0368184,0.0425003,0.0425003,0.0716481,0.0885195,0.0885195,0.0850007,0.000908993,0.00270826,0.00370685
692,0.186969,0.186969,0.171371,0.162456,0.162456,0.000181424,0.000181424,0.00054054,0.000739853,0.000739853,0.0128494,0.0128494,0.0280888,0.036804,0.036804,0.0425212,0.0425212,0.0717101,0.0886044,0.0886044,0.0850423,0.00090712,0.0027027,0.00369927
693,0.186984,0.186984,0.171386,0.162472,0.162472,0.000181052,0.000181052,0.000539436,0.000738348,0.000738348,0.0128354,0.0128354,0.0280749,0.0367894,0.0367894,0.0425419,0.0425419,0.071772,0.0886892,0.0886892,0.0850839,0.000905261,0.00269718,0.00369174
694,0.186998,0.186998,0.171401,0.162488,0.162488,0.000180683,0.000180683,0.00053834,0.000736854,0.000736854,0.0128213,0.0128213,0.0280609,0.0367747,0.0367747,0.0425627,0.0425627,0.0718338,0.0887737,0.0887737,0.0851253,0.000903414,0.0026917,0.00368427
695,0.187012,0.187012,0.171416,0.162505,0.162505,0.000180316,0.000180316,0.000537253,0.000735372,0.000735372,0.0128073,0.0128073,0.0280468,0.0367599,0.0367599,0.0425834,0.0425834,0.0718955,0.0888582,0.0888582,0.0851667,0.000901581,0.00268626,0.00367686
696,0.187027,0.187027,0.171431,0.162521,0.162521,0.000179952,0.000179952,0.000536173,0.0007339,0.0007339,0.0127932,0.0127932,0.0280326,0.0367449,0.0367449,0.042604,0.042604,0.0719571,0.0889424,0.0889424,0.085208,0.000899761,0.00268086,0.0036695
697,0.187041,0.187041,0.171447,0.162538,0.162538,0.000179591,0.000179591,0.000535101,0.00073244,0.00073244,0.0127792,0.0127792,0.0280183,0.0367298,0.0367298,0.0426246,0.0426246,0.0720185,0.0890265,0.0890265,0.0852493,0.000897953,0.00267551,0.0036622
698,0.187056,0.187056,0.171462,0.162554,0.162554,0.000179232,0.000179232,0.000534038,0.000730991,0.000730991,0.0127651,0.0127651,0.0280039,0.0367146,0.0367146,0.0426452,0.0426452,0.0720798,0.0891104,0.0891104,0.0852904,0.000896159,0.00267019,0.00365496
699,0.18707,0.18707,0.171478,0.162571,0.162571,0.000178876,0.000178876,0.000532983,0.000729554,0.000729554,0.0127511,0.0127511,0.0279895,0.0366992,0.0366992,0.0426658,0.0426658,0.072141,0.0891942,0.0891942,0.0853315,0.000894378,0.00266491,0.00364777
700,0.187084,0.187084,0.171493,0.162588,0.162588,0.000178522,0.000178522,0.000531936,0.000728127,0.000728127,0.012737,0.012737,0.027975,0.0366838,0.0366838,0.0426863,0.0426863,0.0722021,0.0892778,0.0892778,0.0853725,0.00089261,0.00265968,0.00364064
701,0.187099,0.187099,0.171509,0.162605,0.162605,0.000178171,0.000178171,0.000530896,0.000726712,0.000726712,0.0127229,0.0127229,0.0279604,0.0366682,0.0366682,0.0427067,0.0427067,0.0722631,0.0893613,0.0893613,0.0854134,0.000890855,0.00265448,0.00363356
702,0.187113,0.187113,0.171524,0.162622,0.162622,0.000177823,0.000177823,0.000529865,0.000725308,0.000725308,0.0127089,0.0127089,0.0279457,0.0366524,0.0366524,0.0427271,0.0427271,0.0723239,0.0894446,0.0894446,0.0854543,0.000889113,0.00264933,0.00362654
703,0.187128,0.187128,0.17154,0.162639,0.162639,0.000177477,0.000177477,0.000528843,0.000723916,0.000723916,0.0126948,0.0126948,0.0279309,0.0366366,0.0366366,0.0427475,0.0427475,0.0723847,0.0895278,0.0895278,0.085495,0.000887384,0.00264421,0.00361958
704,0.187142,0.187142,0.171556,0.162657,0.162657,0.000177134,0.000177134,0.000527828,0.000722534,0.000722534,0.0126807,0.0126807,0.027916,0.0366206,0.0366206,0.0427679,0.0427679,0.0724453,0.0896108,0.0896108,0.0855357,0.000885668,0.00263914,0.00361267
705,0.187157,0.187157,0.171572,0.162674,0.162674,0.000176793,0.000176793,0.000526821,0.000721164,0.000721164,0.0126667,0.0126667,0.0279011,0.0366046,0.0366046,0.0427882,0.0427882,0.0725058,0.0896937,0.0896937,0.0855764,0.000883965,0.0026341,0.00360582
706,0.187171,0.187171,0.171588,0.162692,0.162692,0.000176455,0.000176455,0.000525822,0.000719805,0.000719805,0.0126526,0.0126526,0.0278861,0.0365884,0.0365884,0.0428084,0.0428084,0.0725663,0.0897764,0.0897764,0.0856169,0.000882276,0.00262911,0.00359902
707,0.187185,0.187185,0.171604,0.162709,0.162709,0.00017612,0.00017612,0.000524832,0.000718457,0.000718457,0.0126385,0.0126385,0.027871,0.0365721,0.0365721,0.0428287,0.0428287,0.0726266,0.089859,0.089859,0.0856574,0.000880599,0.00262416,0.00359229
708,0.1872,0.1872,0.17162,0.162727,0.162727,0.000175787,0.000175787,0.000523849,0.000717121,0.000717121,0.0126244,0.0126244,0.0278559,0.0365557,0.0365557,0.0428489,0.0428489,0.0726868,0.0899414,0.0899414,0.0856978,0.000878936,0.00261925,0.0035856
709,0.187214,0.187214,0.171636,0.162745,0.162745,0.000175457,0.000175457,0.000522875,0.000715795,0.000715795,0.0126104,0.0126104,0.0278407,0.0365391,0.0365391,0.042869,0.042869,0.0727469,0.0900237,0.0900237,0.0857381,0.000877286,0.00261437,0.00357898
710,0.187229,0.187229,0.171653,0.162763,0.162763,0.00017513,0.00017513,0.000521908,0.000714481,0.000714481,0.0125963,0.0125963,0.0278254,0.0365225,0.0365225,0.0428892,0.0428892,0.0728069,0.0901058,0.0901058,0.0857783,0.000875648,0.00260954,0.0035724
711,0.187243,0.187243,0.171669,0.162781,0.162781,0.000174805,0.000174805,0.00052095,0.000713178,0.000713178,0.0125822,0.0125822,0.02781,0.0365058,0.0365058,0.0429093,0.0429093,0.0728667,0.0901878,0.0901878,0.0858185,0.000874024,0.00260475,0.00356589
712,0.187257,0.187257,0.171685,0.162799,0.162799,0.000174483,0.000174483,0.00052,0.000711886,0.000711886,0.0125681,0.0125681,0.0277946,0.0364889,0.0364889,0.0429293,0.0429293,0.0729265,0.0902696,0.0902696,0.0858586,0.000872413,0.0026,0.00355943
713,0.187272,0.187272,0.171702,0.162817,0.162817,0.000174163,0.000174163,0.000519058,0.000710605,0.000710605,0.0125541,0.0125541,0.0277791,0.036472,0.036472,0.0429493,0.0429493,0.0729862,0.0903514,0.0903514,0.0858987,0.000870815,0.00259529,0.00355303
714,0.187286,0.187286,0.171718,0.162836,0.162836,0.000173846,0.000173846,0.000518124,0.000709335,0.000709335,0.01254,0.01254,0.0277635,0.0364549,0.0364549,0.0429693,0.0429693,0.0730458,0.0904329,0.0904329,0.0859387,0.000869231,0.00259062,0.00354668
715,0.187301,0.187301,0.171735,0.162854,0.162854,0.000173532,0.000173532,0.000517197,0.000708077,0.000708077,0.0125259,0.0125259,0.0277478,0.0364378,0.0364378,0.0429893,0.0429893,0.0731053,0.0905144,0.0905144,0.0859786,0.000867659,0.00258599,0.00354038
716,0.187315,0.187315,0.171752,0.162873,0.162873,0.00017322,0.00017322,0.000516279,0.000706829,0.000706829,0.0125119,0.0125119,0.0277321,0.0364205,0.0364205,0.0430092,0.0430092,0.0731647,0.0905957,0.0905957,0.0860184,0.0008661,0.0025814,0.00353415
717,0.187329,0.187329,0.171768,0.162891,0.162891,0.000172911,0.000172911,0.000515369,0.000705593,0.000705593,0.0124978,0.0124978,0.0277164,0.0364032,0.0364032,0.0430291,0.0430291,0.0732239,0.0906769,0.0906769,0.0860582,0.000864555,0.00257685,0.00352797
718,0.187344,0.187344,0.171785,0.16291,0.16291,0.000172604,0.000172604,0.000514467,0.000704368,0.000704368,0.0124837,0.0124837,0.0277006,0.0363857,0.0363857,0.0430489,0.0430489,0.0732831,0.0907579,0.0907579,0.0860979,0.000863022,0.00257234,0.00352184
719,0.187358,0.187358,0.171802,0.162929,0.162929,0.000172301,0.000172301,0.000513573,0.000703154,0.000703154,0.0124697,0.0124697,0.0276847,0.0363682,0.0363682,0.0430688,0.0430688,0.0733422,0.0908388,0.0908388,0.0861375,0.000861503,0.00256787,0.00351577
720,0.187372,0.187372,0.171819,0.162948,0.162948,0.000171999,0.000171999,0.000512687,0.000701951,0.000701951,0.0124556,0.0124556,0.0276687,0.0363505,0.0363505,0.0430886,0.0430886,0.0734012,0.0909196,0.0909196,0.0861771,0.000859996,0.00256344,0.00350975
721,0.187387,0.187387,0.171835,0.162966,0.162966,0.000171701,0.000171701,0.000511809,0.000700758,0.000700758,0.0124416,0.0124416,0.0276527,0.0363328,0.0363328,0.0431083,0.0431083,0.0734601,0.0910002,0.0910002,0.0862166,0.000858503,0.00255904,0.00350379
722,0.187401,0.187401,0.171852,0.162985,0.162985,0.000171405,0.000171405,0.000510939,0.000699577,0.000699577,0.0124275,0.0124275,0.0276366,0.036315,0.036315,0.043128,0.043128,0.0735189,0.0910808,0.0910808,0.0862561,0.000857023,0.00255469,0.00349789
723,0.187415,0.187415,0.171869,0.163004,0.163004,0.000171111,0.000171111,0.000510077,0.000698407,0.000698407,0.0124135,0.0124135,0.0276205,0.0362971,0.0362971,0.0431477,0.0431477,0.0735776,0.0911611,0.0911611,0.0862954,0.000855555,0.00255038,0.00349204
724,0.18743,0.18743,0.171886,0.163024,0.163024,0.00017082,0.00017082,0.000509223,0.000697248,0.000697248,0.0123994,0.0123994,0.0276043,0.0362791,0.0362791,0.0431674,0.0431674,0.0736362,0.0912414,0.0912414,0.0863348,0.000854101,0.00254611,0.00348624
725,0.187444,0.187444,0.171904,0.163043,0.163043,0.000170532,0.000170532,0.000508376,0.0006961,0.0006961,0.0123854,0.0123854,0.0275881,0.036261,0.036261,0.043187,0.043187,0.0736947,0.0913216,0.0913216,0.086374,0.00085266,0.00254188,0.0034805
726,0.187458,0.187458,0.171921,0.163062,0.163062,0.000170246,0.000170246,0.000507538,0.000694963,0.000694963,0.0123714,0.0123714,0.0275718,0.0362429,0.0362429,0.0432066,0.0432066,0.0737532,0.0914016,0.0914016,0.0864132,0.000851232,0.00253769,0.00347481
727,0.187473,0.187473,0.171938,0.163082,0.163082,0.000169963,0.000169963,0.000506708,0.000693837,0.000693837,0.0123573,0.0123573,0.0275555,0.0362246,0.0362246,0.0432262,0.0432262,0.0738115,0.0914815,0.0914815,0.0864523,0.000849816,0.00253354,0.00346918
728,0.187487,0.187487,0.171955,0.163101,0.163101,0.000169683,0.000169683,0.000505885,0.000692721,0.000692721,0.0123433,0.0123433,0.0275391,0.0362063,0.0362063,0.0432457,0.0432457,0.0738698,0.0915613,0.0915613,0.0864914,0.000848414,0.00252943,0.00346361
729,0.187501,0.187501,0.171972,0.16312,0.16312,0.000169405,0.000169405,0.000505071,0.000691617,0.000691617,0.0123293,0.0123293,0.0275226,0.0361879,0.0361879,0.0432652,0.0432652,0.073928,0.0916409,0.0916409,0.0865304,0.000847024,0.00252535,0.00345808
730,0.187516,0.187516,0.17199,0.16314,0.16314,0.00016913,0.00016913,0.000504264,0.000690523,0.000690523,0.0123153,0.0123153,0.0275062,0.0361694,0.0361694,0.0432847,0.0432847,0.073986,0.0917205,0.0917205,0.0865694,0.000845648,0.00252132,0.00345262
