t,Sv0,Sh0,Sh1,Sr0,Sr1,Iv0,Ih0,Ih1,Ir0,Ir1,Rv0,Rh0,Rh1,Rr0,Rr1,cumIv0,cumIh0,cumIh1,cumIr0,cumIr1,cumIv,pIv,pIh,pIr
474,0.174298,0.148398,0.148398,0.128695,0.128695,0.000223507,0.000563366,0.000563366,0.000803434,0.000803434,0.0254781,0.0510384,0.0510384,0.0705012,0.0705012,0.0528744,0.0929994,0.0929994,0.124126,0.124126,0.0528744,0.00111753,0.00281683,0.00401717
475,0.174344,0.148477,0.148477,0.128802,0.128802,0.000221501,0.0005585,0.0005585,0.000796682,0.000796682,0.0254344,0.0509641,0.0509641,0.0704015,0.0704015,0.0528983,0.09306,0.09306,0.124213,0.124213,0.0528983,0.00110751,0.0027925,0.00398341
476,0.17439,0.148557,0.148557,0.128909,0.128909,0.00021953,0.000553719,0.000553719,0.00079005,0.00079005,0.0253905,0.0508895,0.0508895,0.0703013,0.0703013,0.0529221,0.0931201,0.0931201,0.124299,0.124299,0.0529221,0.00109765,0.00276859,0.00395025
477,0.174436,0.148636,0.148636,0.129016,0.129016,0.000217593,0.000549022,0.000549022,0.000783535,0.000783535,0.0253465,0.0508145,0.0508145,0.0702007,0.0702007,0.0529456,0.0931797,0.0931797,0.124384,0.124384,0.0529456,0.00108796,0.00274511,0.00391768
478,0.174482,0.148716,0.148716,0.129123,0.129123,0.00021569,0.000544408,0.000544408,0.000777136,0.000777136,0.0253024,0.0507392,0.0507392,0.0700995,0.0700995,0.052969,0.0932389,0.0932389,0.124469,0.124469,0.052969,0.00107845,0.00272204,0.00388568
479,0.174528,0.148797,0.148797,0.129231,0.129231,0.00021382,0.000539876,0.000539876,0.000770852,0.000770852,0.0252582,0.0506635,0.0506635,0.0699979,0.0699979,0.0529922,0.0932976,0.0932976,0.124553,0.124553,0.0529922,0.0010691,0.00269938,0.00385426
480,0.174574,0.148877,0.148877,0.129339,0.129339,0.000211982,0.000535424,0.000535424,0.00076468,0.00076468,0.0252139,0.0505876,0.0505876,0.0698959,0.0698959,0.0530152,0.0933559,0.0933559,0.124636,0.124636,0.0530152,0.00105991,0.00267712,0.0038234
481,0.17462,0.148958,0.148958,0.129448,0.129448,0.000210177,0.000531051,0.000531051,0.000758618,0.000758618,0.0251695,0.0505113,0.0505113,0.0697934,0.0697934,0.053038,0.0934138,0.0934138,0.124719,0.124719,0.053038,0.00105088,0.00265526,0.00379309
482,0.174667,0.149038,0.149038,0.129557,0.129557,0.000208403,0.000526756,0.000526756,0.000752665,0.000752665,0.025125,0.0504348,0.0504348,0.0696905,0.0696905,0.0530607,0.0934712,0.0934712,0.124801,0.124801,0.0530607,0.00104202,0.00263378,0.00376333
483,0.174713,0.14912,0.14912,0.129666,0.129666,0.000206661,0.000522538,0.000522538,0.00074682,0.00074682,0.0250805,0.0503579,0.0503579,0.0695872,0.0695872,0.0530832,0.0935282,0.0935282,0.124883,0.124883,0.0530832,0.0010333,0.00261269,0.0037341
484,0.174759,0.149201,0.149201,0.129775,0.129775,0.000204949,0.000518395,0.000518395,0.00074108,0.00074108,0.0250358,0.0502808,0.0502808,0.0694835,0.0694835,0.0531055,0.0935848,0.0935848,0.124964,0.124964,0.0531055,0.00102475,0.00259198,0.0037054
485,0.174806,0.149282,0.149282,0.129885,0.129885,0.000203268,0.000514327,0.000514327,0.000735444,0.000735444,0.0249911,0.0502034,0.0502034,0.0693795,0.0693795,0.0531276,0.093641,0.093641,0.125044,0.125044,0.0531276,0.00101634,0.00257164,0.00367722
486,0.174852,0.149364,0.149364,0.129995,0.129995,0.000201616,0.000510332,0.000510332,0.00072991,0.00072991,0.0249463,0.0501257,0.0501257,0.069275,0.069275,0.0531496,0.0936968,0.0936968,0.125124,0.125124,0.0531496,0.00100808,0.00255166,0.00364955
487,0.174899,0.149446,0.149446,0.130105,0.130105,0.000199994,0.00050641,0.00050641,0.000724478,0.000724478,0.0249015,0.0500478,0.0500478,0.0691702,0.0691702,0.0531714,0.0937522,0.0937522,0.125204,0.125204,0.0531714,0.000999968,0.00253205,0.00362239
488,0.174945,0.149528,0.149528,0.130216,0.130216,0.0001984,0.000502558,0.000502558,0.000719145,0.000719145,0.0248566,0.0499697,0.0499697,0.0690651,0.0690651,0.053193,0.0938072,0.0938072,0.125283,0.125283,0.053193,0.000992001,0.00251279,0.00359572
489,0.174992,0.14961,0.14961,0.130326,0.130326,0.000196835,0.000498776,0.000498776,0.000713909,0.000713909,0.0248116,0.0498913,0.0498913,0.0689596,0.0689596,0.0532145,0.0938618,0.0938618,0.125361,0.125361,0.0532145,0.000984177,0.00249388,0.00356955
490,0.175038,0.149692,0.149692,0.130437,0.130437,0.000195299,0.000495064,0.000495064,0.000708771,0.000708771,0.0247665,0.0498127,0.0498127,0.0688538,0.0688538,0.0532359,0.0939161,0.0939161,0.125439,0.125439,0.0532359,0.000976493,0.00247532,0.00354385
491,0.175085,0.149775,0.149775,0.130549,0.130549,0.000193789,0.000491419,0.000491419,0.000703727,0.000703727,0.0247214,0.0497339,0.0497339,0.0687478,0.0687478,0.0532571,0.09397,0.09397,0.125516,0.125516,0.0532571,0.000968947,0.00245709,0.00351863
492,0.175131,0.149857,0.149857,0.13066,0.13066,0.000192307,0.000487841,0.000487841,0.000698777,0.000698777,0.0246763,0.0496549,0.0496549,0.0686414,0.0686414,0.0532781,0.0940236,0.0940236,0.125593,0.125593,0.0532781,0.000961537,0.00243921,0.00349388
493,0.175178,0.14994,0.14994,0.130771,0.130771,0.000190852,0.000484329,0.000484329,0.000693919,0.000693919,0.0246311,0.0495757,0.0495757,0.0685347,0.0685347,0.053299,0.0940768,0.0940768,0.12567,0.12567,0.053299,0.000954261,0.00242165,0.00346959
494,0.175225,0.150023,0.150023,0.130883,0.130883,0.000189423,0.000480882,0.000480882,0.000689152,0.000689152,0.0245859,0.0494963,0.0494963,0.0684278,0.0684278,0.0533198,0.0941296,0.0941296,0.125746,0.125746,0.0533198,0.000947117,0.00240441,0.00344576
495,0.175271,0.150106,0.150106,0.130995,0.130995,0.000188021,0.000477499,0.000477499,0.000684474,0.000684474,0.0245406,0.0494167,0.0494167,0.0683206,0.0683206,0.0533404,0.0941822,0.0941822,0.125821,0.125821,0.0533404,0.000940104,0.0023875,0.00342237
496,0.175318,0.150189,0.150189,0.131107,0.131107,0.000186644,0.00047418,0.00047418,0.000679885,0.000679885,0.0244953,0.0493369,0.0493369,0.0682132,0.0682132,0.0533609,0.0942344,0.0942344,0.125896,0.125896,0.0533609,0.000933218,0.0023709,0.00339942
497,0.175365,0.150272,0.150272,0.131219,0.131219,0.000185292,0.000470922,0.000470922,0.000675382,0.000675382,0.02445,0.049257,0.049257,0.0681055,0.0681055,0.0533812,0.0942863,0.0942863,0.125971,0.125971,0.0533812,0.000926459,0.00235461,0.00337691
498,0.175411,0.150355,0.150355,0.131331,0.131331,0.000183965,0.000467725,0.000467725,0.000670965,0.000670965,0.0244046,0.049177,0.049177,0.0679976,0.0679976,0.0534014,0.0943378,0.0943378,0.126045,0.126045,0.0534014,0.000919825,0.00233863,0.00335483
499,0.175458,0.150439,0.150439,0.131444,0.131444,0.000182663,0.000464589,0.000464589,0.000666633,0.000666633,0.0243592,0.0490967,0.0490967,0.0678895,0.0678895,0.0534215,0.0943891,0.0943891,0.126118,0.126118,0.0534215,0.000913313,0.00232295,0.00333317
500,0.175505,0.150522,0.150522,0.131556,0.131556,0.000181384,0.000461512,0.000461512,0.000662384,0.000662384,0.0243137,0.0490164,0.0490164,0.0677812,0.0677812,0.0534415,0.0944401,0.0944401,0.126192,0.126192,0.0534415,0.000906921,0.00230756,0.00331192
501,0.175552,0.150606,0.150606,0.131669,0.131669,0.00018013,0.000458494,0.000458494,0.000658217,0.000658217,0.0242683,0.0489359,0.0489359,0.0676727,0.0676727,0.0534613,0.0944907,0.0944907,0.126265,0.126265,0.0534613,0.000900649,0.00229247,0.00329108
502,0.175598,0.150689,0.150689,0.131782,0.131782,0.000178899,0.000455534,0.000455534,0.000654131,0.000654131,0.0242228,0.0488552,0.0488552,0.067564,0.067564,0.053481,0.0945411,0.0945411,0.126337,0.126337,0.053481,0.000894495,0.00227767,0.00327065
503,0.175645,0.150773,0.150773,0.131895,0.131895,0.000177691,0.00045263,0.00045263,0.000650124,0.000650124,0.0241773,0.0487745,0.0487745,0.0674552,0.0674552,0.0535006,0.0945912,0.0945912,0.126409,0.126409,0.0535006,0.000888456,0.00226315,0.00325062
504,0.175692,0.150857,0.150857,0.132008,0.132008,0.000176506,0.000449783,0.000449783,0.000646196,0.000646196,0.0241318,0.0486936,0.0486936,0.0673461,0.0673461,0.0535201,0.094641,0.094641,0.126481,0.126481,0.0535201,0.000882531,0.00224891,0.00323098
505,0.175738,0.15094,0.15094,0.132121,0.132121,0.000175344,0.000446991,0.000446991,0.000642346,0.000642346,0.0240863,0.0486126,0.0486126,0.067237,0.067237,0.0535395,0.0946905,0.0946905,0.126552,0.126552,0.0535395,0.000876718,0.00223495,0.00321173
506,0.175785,0.151024,0.151024,0.132234,0.132234,0.000174203,0.000444253,0.000444253,0.000638572,0.000638572,0.0240407,0.0485316,0.0485316,0.0671276,0.0671276,0.0535587,0.0947398,0.0947398,0.126623,0.126623,0.0535587,0.000871016,0.00222127,0.00319286
507,0.175832,0.151108,0.151108,0.132347,0.132347,0.000173085,0.000441569,0.000441569,0.000634873,0.000634873,0.0239952,0.0484504,0.0484504,0.0670182,0.0670182,0.0535779,0.0947888,0.0947888,0.126694,0.126694,0.0535779,0.000865423,0.00220785,0.00317437
508,0.175878,0.151192,0.151192,0.13246,0.13246,0.000171988,0.000438939,0.000438939,0.000631249,0.000631249,0.0239496,0.0483691,0.0483691,0.0669086,0.0669086,0.0535969,0.0948375,0.0948375,0.126764,0.126764,0.0535969,0.000859938,0.00219469,0.00315625
509,0.175925,0.151276,0.151276,0.132573,0.132573,0.000170912,0.00043636,0.00043636,0.000627698,0.000627698,0.0239041,0.0482878,0.0482878,0.0667989,0.0667989,0.0536159,0.094886,0.094886,0.126834,0.126834,0.0536159,0.000854559,0.0021818,0.00313849
510,0.175972,0.15136,0.15136,0.132687,0.132687,0.000169857,0.000433833,0.000433833,0.00062422,0.00062422,0.0238586,0.0482064,0.0482064,0.0666891,0.0666891,0.0536347,0.0949342,0.0949342,0.126903,0.126903,0.0536347,0.000849285,0.00216917,0.0031211
511,0.176018,0.151444,0.151444,0.1328,0.1328,0.000168823,0.000431358,0.000431358,0.000620813,0.000620813,0.023813,0.0481249,0.0481249,0.0665791,0.0665791,0.0536534,0.0949822,0.0949822,0.126973,0.126973,0.0536534,0.000844113,0.00215679,0.00310406
512,0.176065,0.151528,0.151528,0.132913,0.132913,0.000167809,0.000428932,0.000428932,0.000617476,0.000617476,0.0237675,0.0480434,0.0480434,0.0664691,0.0664691,0.053672,0.09503,0.09503,0.127042,0.127042,0.053672,0.000839044,0.00214466,0.00308738
513,0.176111,0.151612,0.151612,0.133027,0.133027,0.000166815,0.000426555,0.000426555,0.000614209,0.000614209,0.0237219,0.0479618,0.0479618,0.066359,0.066359,0.0536906,0.0950775,0.0950775,0.12711,0.12711,0.0536906,0.000834075,0.00213278,0.00307104
514,0.176158,0.151696,0.151696,0.13314,0.13314,0.000165841,0.000424228,0.000424228,0.00061101,0.00061101,0.0236764,0.0478801,0.0478801,0.0662489,0.0662489,0.053709,0.0951249,0.0951249,0.127179,0.127179,0.053709,0.000829205,0.00212114,0.00305505
515,0.176204,0.15178,0.15178,0.133253,0.133253,0.000164886,0.000421949,0.000421949,0.000607879,0.000607879,0.0236309,0.0477984,0.0477984,0.0661386,0.0661386,0.0537273,0.0951719,0.0951719,0.127247,0.127247,0.0537273,0.000824432,0.00210974,0.00303939
516,0.176251,0.151864,0.151864,0.133367,0.133367,0.000163951,0.000419717,0.000419717,0.000604814,0.000604814,0.0235854,0.0477167,0.0477167,0.0660283,0.0660283,0.0537456,0.0952188,0.0952188,0.127314,0.127314,0.0537456,0.000819756,0.00209858,0.00302407
517,0.176297,0.151948,0.151948,0.13348,0.13348,0.000163035,0.000417532,0.000417532,0.000601816,0.000601816,0.0235399,0.0476349,0.0476349,0.065918,0.065918,0.0537638,0.0952655,0.0952655,0.127382,0.127382,0.0537638,0.000815174,0.00208766,0.00300908
518,0.176343,0.152031,0.152031,0.133594,0.133594,0.000162137,0.000415393,0.000415393,0.000598883,0.000598883,0.0234945,0.0475531,0.0475531,0.0658076,0.0658076,0.0537818,0.0953119,0.0953119,0.127449,0.127449,0.0537818,0.000810687,0.00207697,0.00299441
519,0.17639,0.152115,0.152115,0.133707,0.133707,0.000161258,0.000413301,0.000413301,0.000596014,0.000596014,0.023449,0.0474713,0.0474713,0.0656972,0.0656972,0.0537998,0.0953582,0.0953582,0.127516,0.127516,0.0537998,0.000806291,0.0020665,0.00298007
520,0.176436,0.152199,0.152199,0.13382,0.13382,0.000160398,0.000411253,0.000411253,0.000593208,0.000593208,0.0234036,0.0473895,0.0473895,0.0655867,0.0655867,0.0538177,0.0954043,0.0954043,0.127582,0.127582,0.0538177,0.000801988,0.00205626,0.00296604
521,0.176482,0.152283,0.152283,0.133933,0.133933,0.000159555,0.00040925,0.00040925,0.000590465,0.000590465,0.0233582,0.0473076,0.0473076,0.0654762,0.0654762,0.0538355,0.0954501,0.0954501,0.127648,0.127648,0.0538355,0.000797774,0.00204625,0.00295233
522,0.176528,0.152367,0.152367,0.134046,0.134046,0.00015873,0.000407291,0.000407291,0.000587784,0.000587784,0.0233129,0.0472257,0.0472257,0.0653658,0.0653658,0.0538533,0.0954958,0.0954958,0.127715,0.127715,0.0538533,0.000793649,0.00203645,0.00293892
523,0.176575,0.152451,0.152451,0.13416,0.13416,0.000157922,0.000405375,0.000405375,0.000585165,0.000585165,0.0232675,0.0471439,0.0471439,0.0652553,0.0652553,0.053871,0.0955413,0.0955413,0.12778,0.12778,0.053871,0.000789611,0.00202687,0.00292582
524,0.176621,0.152534,0.152534,0.134273,0.134273,0.000157132,0.000403502,0.000403502,0.000582605,0.000582605,0.0232222,0.047062,0.047062,0.0651448,0.0651448,0.0538886,0.0955866,0.0955866,0.127846,0.127846,0.0538886,0.000785661,0.00201751,0.00291303
525,0.176667,0.152618,0.152618,0.134386,0.134386,0.000156359,0.000401672,0.000401672,0.000580105,0.000580105,0.023177,0.0469802,0.0469802,0.0650343,0.0650343,0.0539061,0.0956318,0.0956318,0.127911,0.127911,0.0539061,0.000781796,0.00200836,0.00290053
526,0.176713,0.152702,0.152702,0.134499,0.134499,0.000155603,0.000399883,0.000399883,0.000577665,0.000577665,0.0231317,0.0468984,0.0468984,0.0649238,0.0649238,0.0539235,0.0956768,0.0956768,0.127976,0.127976,0.0539235,0.000778015,0.00199941,0.00288832
527,0.176759,0.152785,0.152785,0.134611,0.134611,0.000154864,0.000398136,0.000398136,0.000575282,0.000575282,0.0230865,0.0468165,0.0468165,0.0648133,0.0648133,0.0539409,0.0957216,0.0957216,0.128041,0.128041,0.0539409,0.000774318,0.00199068,0.00287641
528,0.176804,0.152869,0.152869,0.134724,0.134724,0.00015414,0.000396429,0.000396429,0.000572957,0.000572957,0.0230414,0.0467347,0.0467347,0.0647029,0.0647029,0.0539582,0.0957662,0.0957662,0.128106,0.128106,0.0539582,0.000770702,0.00198215,0.00286479
529,0.17685,0.152952,0.152952,0.134837,0.134837,0.000153434,0.000394763,0.000394763,0.000570689,0.000570689,0.0229963,0.046653,0.046653,0.0645925,0.0645925,0.0539754,0.0958107,0.0958107,0.12817,0.12817,0.0539754,0.000767169,0.00197382,0.00285345
530,0.176896,0.153036,0.153036,0.134949,0.134949,0.000152743,0.000393137,0.000393137,0.000568478,0.000568478,0.0229512,0.0465712,0.0465712,0.0644822,0.0644822,0.0539926,0.0958551,0.0958551,0.128235,0.128235,0.0539926,0.000763715,0.00196569,0.00284239
531,0.176942,0.153119,0.153119,0.135062,0.135062,0.000152068,0.00039155,0.00039155,0.000566322,0.000566322,0.0229061,0.0464895,0.0464895,0.0643719,0.0643719,0.0540097,0.0958993,0.0958993,0.128299,0.128299,0.0540097,0.000760341,0.00195775,0.00283161
532,0.176987,0.153202,0.153202,0.135174,0.135174,0.000151409,0.000390003,0.000390003,0.000564221,0.000564221,0.0228612,0.0464079,0.0464079,0.0642616,0.0642616,0.0540268,0.0959433,0.0959433,0.128363,0.128363,0.0540268,0.000757046,0.00195001,0.0028211
533,0.177033,0.153285,0.153285,0.135286,0.135286,0.000150766,0.000388494,0.000388494,0.000562174,0.000562174,0.0228162,0.0463263,0.0463263,0.0641514,0.0641514,0.0540438,0.0959872,0.0959872,0.128426,0.128426,0.0540438,0.000753828,0.00194247,0.00281087
534,0.177079,0.153368,0.153368,0.135399,0.135399,0.000150137,0.000387022,0.000387022,0.000560181,0.000560181,0.0227713,0.0462447,0.0462447,0.0640413,0.0640413,0.0540607,0.096031,0.096031,0.12849,0.12849,0.0540607,0.000750686,0.00193511,0.00280091
535,0.177124,0.153451,0.153451,0.13551,0.13551,0.000149524,0.000385589,0.000385589,0.000558242,0.000558242,0.0227265,0.0461632,0.0461632,0.0639313,0.0639313,0.0540776,0.0960747,0.0960747,0.128553,0.128553,0.0540776,0.00074762,0.00192795,0.00279121
536,0.177169,0.153534,0.153534,0.135622,0.135622,0.000148926,0.000384193,0.000384193,0.000556356,0.000556356,0.0226817,0.0460818,0.0460818,0.0638213,0.0638213,0.0540944,0.0961182,0.0961182,0.128616,0.128616,0.0540944,0.000744629,0.00192096,0.00278178
537,0.177215,0.153617,0.153617,0.135734,0.135734,0.000148342,0.000382834,0.000382834,0.000554521,0.000554521,0.022637,0.0460004,0.0460004,0.0637114,0.0637114,0.0541111,0.0961616,0.0961616,0.128679,0.128679,0.0541111,0.000741712,0.00191417,0.00277261
538,0.17726,0.153699,0.153699,0.135846,0.135846,0.000147774,0.000381511,0.000381511,0.000552738,0.000552738,0.0225923,0.045919,0.045919,0.0636016,0.0636016,0.0541278,0.0962048,0.0962048,0.128742,0.128742,0.0541278,0.000738868,0.00190756,0.00276369
539,0.177305,0.153782,0.153782,0.135957,0.135957,0.000147219,0.000380224,0.000380224,0.000551007,0.000551007,0.0225476,0.0458378,0.0458378,0.0634919,0.0634919,0.0541445,0.096248,0.096248,0.128805,0.128805,0.0541445,0.000736097,0.00190112,0.00275503
540,0.17735,0.153864,0.153864,0.136068,0.136068,0.000146679,0.000378974,0.000378974,0.000549326,0.000549326,0.0225031,0.0457566,0.0457566,0.0633823,0.0633823,0.0541611,0.096291,0.096291,0.128867,0.128867,0.0541611,0.000733397,0.00189487,0.00274663
541,0.177395,0.153947,0.153947,0.136179,0.136179,0.000146154,0.000377758,0.000377758,0.000547695,0.000547695,0.0224586,0.0456755,0.0456755,0.0632728,0.0632728,0.0541777,0.096334,0.096334,0.12893,0.12893,0.0541777,0.000730768,0.00188879,0.00273847
542,0.17744,0.154029,0.154029,0.13629,0.13629,0.000145642,0.000376578,0.000376578,0.000546113,0.000546113,0.0224141,0.0455945,0.0455945,0.0631634,0.0631634,0.0541942,0.0963768,0.0963768,0.128992,0.128992,0.0541942,0.000728209,0.00188289,0.00273057
543,0.177485,0.154111,0.154111,0.136401,0.136401,0.000145144,0.000375432,0.000375432,0.000544581,0.000544581,0.0223698,0.0455136,0.0455136,0.0630542,0.0630542,0.0542106,0.0964195,0.0964195,0.129054,0.129054,0.0542106,0.000725719,0.00187716,0.00272291
544,0.17753,0.154193,0.154193,0.136512,0.136512,0.000144659,0.00037432,0.00037432,0.000543098,0.000543098,0.0223254,0.0454327,0.0454327,0.062945,0.062945,0.0542271,0.0964622,0.0964622,0.129116,0.129116,0.0542271,0.000723297,0.0018716,0.00271549
545,0.177575,0.154275,0.154275,0.136622,0.136622,0.000144189,0.000373243,0.000373243,0.000541663,0.000541663,0.0222812,0.045352,0.045352,0.062836,0.062836,0.0542434,0.0965047,0.0965047,0.129178,0.129178,0.0542434,0.000720944,0.00186621,0.00270831
546,0.177619,0.154356,0.154356,0.136733,0.136733,0.000143732,0.000372199,0.000372199,0.000540275,0.000540275,0.022237,0.0452713,0.0452713,0.0627271,0.0627271,0.0542598,0.0965472,0.0965472,0.129239,0.129239,0.0542598,0.000718658,0.00186099,0.00270138
547,0.177664,0.154438,0.154438,0.136843,0.136843,0.000143288,0.000371188,0.000371188,0.000538935,0.000538935,0.0221929,0.0451908,0.0451908,0.0626184,0.0626184,0.0542761,0.0965895,0.0965895,0.129301,0.129301,0.0542761,0.000716438,0.00185594,0.00269468
548,0.177708,0.154519,0.154519,0.136953,0.136953,0.000142857,0.000370211,0.000370211,0.000537642,0.000537642,0.0221488,0.0451104,0.0451104,0.0625098,0.0625098,0.0542924,0.0966318,0.0966318,0.129363,0.129363,0.0542924,0.000714284,0.00185105,0.00268821
549,0.177753,0.154601,0.154601,0.137062,0.137062,0.000142439,0.000369266,0.000369266,0.000536396,0.000536396,0.0221049,0.04503,0.04503,0.0624014,0.0624014,0.0543086,0.096674,0.096674,0.129424,0.129424,0.0543086,0.000712195,0.00184633,0.00268198
550,0.177797,0.154682,0.154682,0.137172,0.137172,0.000142034,0.000368354,0.000368354,0.000535196,0.000535196,0.022061,0.0449498,0.0449498,0.0622931,0.0622931,0.0543248,0.0967161,0.0967161,0.129485,0.129485,0.0543248,0.000710171,0.00184177,0.00267598
551,0.177841,0.154763,0.154763,0.137281,0.137281,0.000141642,0.000367474,0.000367474,0.000534041,0.000534041,0.0220171,0.0448697,0.0448697,0.0621849,0.0621849,0.0543409,0.0967582,0.0967582,0.129547,0.129547,0.0543409,0.000708211,0.00183737,0.00267021
552,0.177885,0.154844,0.154844,0.13739,0.13739,0.000141263,0.000366626,0.000366626,0.000532933,0.000532933,0.0219734,0.0447897,0.0447897,0.062077,0.062077,0.0543571,0.0968002,0.0968002,0.129608,0.129608,0.0543571,0.000706314,0.00183313,0.00266466
553,0.177929,0.154924,0.154924,0.137499,0.137499,0.000140896,0.000365809,0.000365809,0.000531869,0.000531869,0.0219297,0.0447098,0.0447098,0.0619692,0.0619692,0.0543732,0.0968421,0.0968421,0.129669,0.129669,0.0543732,0.00070448,0.00182905,0.00265934
554,0.177973,0.155005,0.155005,0.137608,0.137608,0.000140542,0.000365024,0.000365024,0.00053085,0.00053085,0.0218861,0.0446301,0.0446301,0.0618615,0.0618615,0.0543892,0.0968839,0.0968839,0.12973,0.12973,0.0543892,0.000702709,0.00182512,0.00265425
555,0.178017,0.155085,0.155085,0.137716,0.137716,0.0001402,0.00036427,0.00036427,0.000529875,0.000529875,0.0218426,0.0445505,0.0445505,0.0617541,0.0617541,0.0544053,0.0969257,0.0969257,0.129791,0.129791,0.0544053,0.000700999,0.00182135,0.00264938
556,0.178061,0.155165,0.155165,0.137824,0.137824,0.00013987,0.000363547,0.000363547,0.000528945,0.000528945,0.0217991,0.044471,0.044471,0.0616468,0.0616468,0.0544213,0.0969675,0.0969675,0.129852,0.129852,0.0544213,0.00069935,0.00181774,0.00264472
557,0.178105,0.155246,0.155246,0.137932,0.137932,0.000139552,0.000362855,0.000362855,0.000528058,0.000528058,0.0217558,0.0443916,0.0443916,0.0615397,0.0615397,0.0544373,0.0970092,0.0970092,0.129912,0.129912,0.0544373,0.000697762,0.00181427,0.00264029
558,0.178148,0.155325,0.155325,0.13804,0.13804,0.000139247,0.000362193,0.000362193,0.000527214,0.000527214,0.0217125,0.0443124,0.0443124,0.0614329,0.0614329,0.0544532,0.0970508,0.0970508,0.129973,0.129973,0.0544532,0.000696235,0.00181096,0.00263607
559,0.178192,0.155405,0.155405,0.138147,0.138147,0.000138953,0.000361561,0.000361561,0.000526414,0.000526414,0.0216693,0.0442334,0.0442334,0.0613262,0.0613262,0.0544692,0.0970924,0.0970924,0.130034,0.130034,0.0544692,0.000694767,0.00180781,0.00263207
560,0.178235,0.155485,0.155485,0.138255,0.138255,0.000138672,0.000360959,0.000360959,0.000525657,0.000525657,0.0216262,0.0441544,0.0441544,0.0612197,0.0612197,0.0544851,0.097134,0.097134,0.130094,0.130094,0.0544851,0.000693358,0.0018048,0.00262828
561,0.178278,0.155564,0.155564,0.138362,0.138362,0.000138402,0.000360387,0.000360387,0.000524942,0.000524942,0.0215832,0.0440757,0.0440757,0.0611134,0.0611134,0.054501,0.0971755,0.0971755,0.130155,0.130155,0.054501,0.000692008,0.00180194,0.00262471
562,0.178322,0.155643,0.155643,0.138468,0.138468,0.000138143,0.000359845,0.000359845,0.00052427,0.00052427,0.0215402,0.043997,0.043997,0.0610073,0.0610073,0.0545168,0.0972169,0.0972169,0.130215,0.130215,0.0545168,0.000690716,0.00179922,0.00262135
563,0.178365,0.155722,0.155722,0.138575,0.138575,0.000137896,0.000359332,0.000359332,0.00052364,0.00052364,0.0214974,0.0439186,0.0439186,0.0609015,0.0609015,0.0545327,0.0972584,0.0972584,0.130276,0.130276,0.0545327,0.000689482,0.00179666,0.0026182
564,0.178408,0.155801,0.155801,0.138681,0.138681,0.000137661,0.000358848,0.000358848,0.000523051,0.000523051,0.0214546,0.0438403,0.0438403,0.0607958,0.0607958,0.0545485,0.0972998,0.0972998,0.130336,0.130336,0.0545485,0.000688306,0.00179424,0.00261526
565,0.178451,0.15588,0.15588,0.138787,0.138787,0.000137437,0.000358393,0.000358393,0.000522504,0.000522504,0.0214119,0.0437621,0.0437621,0.0606904,0.0606904,0.0545644,0.0973412,0.0973412,0.130397,0.130397,0.0545644,0.000687186,0.00179197,0.00261252
566,0.178493,0.155958,0.155958,0.138893,0.138893,0.000137225,0.000357967,0.000357967,0.000521999,0.000521999,0.0213694,0.0436841,0.0436841,0.0605852,0.0605852,0.0545802,0.0973826,0.0973826,0.130457,0.130457,0.0545802,0.000686124,0.00178984,0.00260999
567,0.178536,0.156036,0.156036,0.138998,0.138998,0.000137024,0.00035757,0.00035757,0.000521534,0.000521534,0.0213269,0.0436063,0.0436063,0.0604803,0.0604803,0.054596,0.0974239,0.0974239,0.130518,0.130518,0.054596,0.000685118,0.00178785,0.00260767
568,0.178579,0.156114,0.156114,0.139103,0.139103,0.000136833,0.000357201,0.000357201,0.000521111,0.000521111,0.0212845,0.0435286,0.0435286,0.0603755,0.0603755,0.0546118,0.0974653,0.0974653,0.130578,0.130578,0.0546118,0.000684167,0.001786,0.00260555
569,0.178621,0.156192,0.156192,0.139208,0.139208,0.000136655,0.00035686,0.00035686,0.000520728,0.000520728,0.0212422,0.0434511,0.0434511,0.0602711,0.0602711,0.0546276,0.0975066,0.0975066,0.130639,0.130639,0.0546276,0.000683273,0.0017843,0.00260364
570,0.178664,0.15627,0.15627,0.139313,0.139313,0.000136487,0.000356548,0.000356548,0.000520385,0.000520385,0.0212,0.0433738,0.0433738,0.0601668,0.0601668,0.0546433,0.0975479,0.0975479,0.130699,0.130699,0.0546433,0.000682433,0.00178274,0.00260193
571,0.178706,0.156347,0.156347,0.139417,0.139417,0.00013633,0.000356264,0.000356264,0.000520083,0.000520083,0.0211579,0.0432967,0.0432967,0.0600628,0.0600628,0.0546591,0.0975892,0.0975892,0.130759,0.130759,0.0546591,0.000681648,0.00178132,0.00260042
572,0.178748,0.156424,0.156424,0.139521,0.139521,0.000136184,0.000356007,0.000356007,0.000519821,0.000519821,0.0211159,0.0432197,0.0432197,0.0599591,0.0599591,0.0546748,0.0976305,0.0976305,0.13082,0.13082,0.0546748,0.000680918,0.00178004,0.00259911
573,0.17879,0.156501,0.156501,0.139625,0.139625,0.000136049,0.000355778,0.000355778,0.000519599,0.000519599,0.0210739,0.0431429,0.0431429,0.0598556,0.0598556,0.0546906,0.0976718,0.0976718,0.13088,0.13088,0.0546906,0.000680243,0.00177889,0.002598
