t,Sv0,Sh0,Sh1,Sr0,Sr1,Iv0,Ih0,Ih1,Ir0,Ir1,Rv0,Rh0,Rh1,Rr0,Rr1,cumIv0,cumIh0,cumIh1,cumIr0,cumIr1,cumIv,pIv,pIh,pIr
97,0.178106,0.177672,0.177672,0.177251,0.177251,0.00264541,0.00276278,0.00276278,0.0028758,0.0028758,0.0192489,0.0195651,0.0195651,0.0198735,0.0198735,0.0232006,0.023644,0.023644,0.0240751,0.0240751,0.0232006,0.0132271,0.0138139,0.014379
98,0.177931,0.177487,0.177487,0.177056,0.177056,0.00256926,0.00268425,0.00268425,0.00279491,0.00279491,0.0195001,0.0198289,0.0198289,0.0201495,0.0201495,0.0234287,0.0238833,0.0238833,0.024325,0.024325,0.0234287,0.0128463,0.0134213,0.0139746
99,0.177763,0.177309,0.177309,0.176869,0.176869,0.00249517,0.00260774,0.00260774,0.00271598,0.00271598,0.0197418,0.020083,0.020083,0.0204155,0.0204155,0.0236501,0.0241155,0.0241155,0.0245676,0.0245676,0.0236501,0.0124759,0.0130387,0.0135799
100,0.177603,0.177139,0.177139,0.176689,0.176689,0.00242311,0.0025332,0.0025332,0.00263899,0.00263899,0.0199743,0.0203276,0.0203276,0.0206716,0.0206716,0.023865,0.0243409,0.0243409,0.024803,0.024803,0.023865,0.0121155,0.012666,0.013195
101,0.177449,0.176976,0.176976,0.176518,0.176518,0.00235301,0.0024606,0.0024606,0.00256392,0.00256392,0.0201979,0.0205629,0.0205629,0.0209182,0.0209182,0.0240735,0.0245597,0.0245597,0.0250315,0.0250315,0.0240735,0.011765,0.012303,0.0128196
102,0.177302,0.176821,0.176821,0.176354,0.176354,0.00228483,0.0023899,0.0023899,0.00249074,0.00249074,0.0204129,0.0207893,0.0207893,0.0211555,0.0211555,0.0242759,0.024772,0.024772,0.0252532,0.0252532,0.0242759,0.0114241,0.0119495,0.0124537
103,0.177162,0.176672,0.176672,0.176197,0.176197,0.00221852,0.00232107,0.00232107,0.00241942,0.00241942,0.0206194,0.0210068,0.0210068,0.0213837,0.0213837,0.0244724,0.024978,0.024978,0.0254684,0.0254684,0.0244724,0.0110926,0.0116053,0.0120971
104,0.177028,0.17653,0.17653,0.176047,0.176047,0.00215404,0.00225406,0.00225406,0.00234994,0.00234994,0.0208177,0.0212159,0.0212159,0.021603,0.021603,0.024663,0.0251779,0.0251779,0.0256772,0.0256772,0.024663,0.0107702,0.0112703,0.0117497
105,0.176901,0.176394,0.176394,0.175904,0.175904,0.00209133,0.00218884,0.00218884,0.00228227,0.00228227,0.0210081,0.0214167,0.0214167,0.0218138,0.0218138,0.024848,0.0253719,0.0253719,0.0258797,0.0258797,0.024848,0.0104567,0.0109442,0.0114114
106,0.176779,0.176265,0.176265,0.175767,0.175767,0.00203036,0.00212538,0.00212538,0.00221637,0.00221637,0.0211908,0.0216095,0.0216095,0.0220162,0.0220162,0.0250275,0.0255601,0.0255601,0.0260763,0.0260763,0.0250275,0.0101518,0.0106269,0.0110819
107,0.176663,0.176142,0.176142,0.175637,0.175637,0.00197109,0.00206363,0.00206363,0.00215221,0.00215221,0.0213659,0.0217944,0.0217944,0.0222105,0.0222105,0.0252016,0.0257428,0.0257428,0.026267,0.026267,0.0252016,0.00985543,0.0103182,0.0107611
108,0.176553,0.176025,0.176025,0.175513,0.175513,0.00191346,0.00200356,0.00200356,0.00208977,0.00208977,0.0215338,0.0219718,0.0219718,0.0223969,0.0223969,0.0253706,0.02592,0.02592,0.0264521,0.0264521,0.0253706,0.00956729,0.0100178,0.0104488
109,0.176448,0.175913,0.175913,0.175395,0.175395,0.00185744,0.00194513,0.00194513,0.002029,0.002029,0.0216946,0.0221417,0.0221417,0.0225756,0.0225756,0.0255346,0.0260919,0.0260919,0.0266316,0.0266316,0.0255346,0.00928719,0.00972565,0.010145
110,0.176349,0.175807,0.175807,0.175283,0.175283,0.00180299,0.00188831,0.00188831,0.00196987,0.00196987,0.0218485,0.0223045,0.0223045,0.0227468,0.0227468,0.0256937,0.0262587,0.0262587,0.0268058,0.0268058,0.0256937,0.00901494,0.00944153,0.00984934
111,0.176254,0.175707,0.175707,0.175177,0.175177,0.00175007,0.00183305,0.00183305,0.00191235,0.00191235,0.0219957,0.0224602,0.0224602,0.0229107,0.0229107,0.0258481,0.0264206,0.0264206,0.0269747,0.0269747,0.0258481,0.00875033,0.00916526,0.00956176
112,0.176165,0.175611,0.175611,0.175076,0.175076,0.00169864,0.00177933,0.00177933,0.00185641,0.00185641,0.0221364,0.0226093,0.0226093,0.0230676,0.0230676,0.0259979,0.0265776,0.0265776,0.0271387,0.0271387,0.0259979,0.00849318,0.00889664,0.00928205
113,0.17608,0.175521,0.175521,0.17498,0.17498,0.00164866,0.0017271,0.0017271,0.00180201,0.00180201,0.0222709,0.0227517,0.0227517,0.0232176,0.0232176,0.0261432,0.02673,0.02673,0.0272977,0.0272977,0.0261432,0.00824329,0.00863551,0.00901005
114,0.176001,0.175436,0.175436,0.174889,0.174889,0.0015997,0.00167651,0.00167651,0.00174999,0.00174999,0.0223992,0.0228877,0.0228877,0.0233611,0.0233611,0.0262837,0.0268779,0.0268779,0.0274529,0.0274529,0.0262837,0.00799852,0.00838253,0.00874993
115,0.175927,0.175355,0.175355,0.174801,0.174801,0.00155147,0.00162768,0.00162768,0.00170101,0.00170101,0.0225215,0.0230176,0.0230176,0.0234982,0.0234982,0.0264193,0.0270219,0.0270219,0.0276053,0.0276053,0.0264193,0.00775734,0.00813838,0.00850507
116,0.175858,0.175278,0.175278,0.174716,0.174716,0.00150408,0.00158058,0.00158058,0.00165485,0.00165485,0.0226379,0.0231416,0.0231416,0.0236294,0.0236294,0.0265502,0.027162,0.027162,0.0277549,0.0277549,0.0265502,0.0075204,0.00790288,0.00827424
117,0.175794,0.175205,0.175205,0.174634,0.174634,0.00145764,0.00153517,0.00153517,0.00161127,0.00161127,0.0227486,0.0232598,0.0232598,0.023755,0.023755,0.0266766,0.0272983,0.0272983,0.0279018,0.0279018,0.0266766,0.00728822,0.00767586,0.00805634
118,0.175734,0.175136,0.175136,0.174555,0.174555,0.00141225,0.00149143,0.00149143,0.00157007,0.00157007,0.0228535,0.0233725,0.0233725,0.0238754,0.0238754,0.0267986,0.0274312,0.0274312,0.0280462,0.0280462,0.0267986,0.00706123,0.00745713,0.00785036
119,0.175679,0.175071,0.175071,0.174478,0.174478,0.00136795,0.0014493,0.0014493,0.00153109,0.00153109,0.022953,0.0234798,0.0234798,0.0239907,0.0239907,0.0269165,0.0275606,0.0275606,0.0281881,0.0281881,0.0269165,0.00683974,0.00724648,0.00765543
120,0.175628,0.175009,0.175009,0.174405,0.174405,0.0013248,0.00140874,0.00140874,0.00149415,0.00149415,0.0230471,0.0235821,0.0235821,0.0241013,0.0241013,0.0270305,0.0276868,0.0276868,0.0283277,0.0283277,0.0270305,0.00662402,0.00704372,0.00747074
121,0.175581,0.174951,0.174951,0.174333,0.174333,0.00128285,0.00136973,0.00136973,0.00145912,0.00145912,0.0231359,0.0236795,0.0236795,0.0242074,0.0242074,0.0271407,0.0278099,0.0278099,0.028465,0.028465,0.0271407,0.00641424,0.00684864,0.00729558
122,0.175538,0.174896,0.174896,0.174265,0.174265,0.00124211,0.00133221,0.00133221,0.00142586,0.00142586,0.0232197,0.0237721,0.0237721,0.0243093,0.0243093,0.0272472,0.02793,0.02793,0.0286,0.0286,0.0272472,0.00621053,0.00666104,0.00712932
123,0.175499,0.174844,0.174844,0.174199,0.174199,0.00120259,0.00129614,0.00129614,0.00139427,0.00139427,0.0232986,0.0238602,0.0238602,0.0244071,0.0244071,0.0273503,0.0280472,0.0280472,0.028733,0.028733,0.0273503,0.00601297,0.0064807,0.00697136
124,0.175463,0.174795,0.174795,0.174135,0.174135,0.00116432,0.00126148,0.00126148,0.00136424,0.00136424,0.0233728,0.0239439,0.0239439,0.024501,0.024501,0.0274502,0.0281618,0.0281618,0.0288639,0.0288639,0.0274502,0.0058216,0.00630741,0.00682118
125,0.17543,0.174748,0.174748,0.174073,0.174073,0.00112728,0.0012282,0.0012282,0.00133566,0.00133566,0.0234424,0.0240234,0.0240234,0.0245913,0.0245913,0.0275468,0.0282738,0.0282738,0.0289928,0.0289928,0.0275468,0.0056364,0.00614098,0.00667832
126,0.175401,0.174705,0.174705,0.174013,0.174013,0.00109147,0.00119624,0.00119624,0.00130847,0.00130847,0.0235075,0.024099,0.024099,0.024678,0.024678,0.0276404,0.0283832,0.0283832,0.0291199,0.0291199,0.0276404,0.00545735,0.00598118,0.00654234
127,0.175375,0.174664,0.174664,0.173956,0.173956,0.00105688,0.00116557,0.00116557,0.00128257,0.00128257,0.0235683,0.0241706,0.0241706,0.0247615,0.0247615,0.0277312,0.0284904,0.0284904,0.0292451,0.0292451,0.0277312,0.00528439,0.00582783,0.00641285
128,0.175351,0.174625,0.174625,0.1739,0.1739,0.00102349,0.00113614,0.00113614,0.0012579,0.0012579,0.023625,0.0242386,0.0242386,0.0248418,0.0248418,0.0278192,0.0285952,0.0285952,0.0293687,0.0293687,0.0278192,0.00511745,0.00568071,0.0062895
129,0.175331,0.174589,0.174589,0.173847,0.173847,0.000991285,0.00110793,0.00110793,0.00123439,0.00123439,0.0236778,0.024303,0.024303,0.024919,0.024919,0.0279045,0.0286979,0.0286979,0.0294906,0.0294906,0.0279045,0.00495643,0.00553964,0.00617197
130,0.175313,0.174555,0.174555,0.173795,0.173795,0.000960242,0.00108088,0.00108088,0.00121199,0.00121199,0.0237267,0.0243641,0.0243641,0.0249933,0.0249933,0.0279873,0.0287986,0.0287986,0.0296109,0.0296109,0.0279873,0.00480121,0.00540441,0.00605996
131,0.175298,0.174523,0.174523,0.173744,0.173744,0.000930335,0.00105497,0.00105497,0.00119064,0.00119064,0.0237719,0.0244218,0.0244218,0.0250649,0.0250649,0.0280677,0.0288973,0.0288973,0.0297297,0.0297297,0.0280677,0.00465168,0.00527484,0.00595322
132,0.175285,0.174493,0.174493,0.173696,0.173696,0.00090154,0.00103015,0.00103015,0.0011703,0.0011703,0.0238136,0.0244765,0.0244765,0.0251339,0.0251339,0.0281458,0.0289941,0.0289941,0.0298471,0.0298471,0.0281458,0.0045077,0.00515074,0.0058515
133,0.175274,0.174465,0.174465,0.173649,0.173649,0.000873828,0.00100639,0.00100639,0.00115091,0.00115091,0.0238519,0.0245282,0.0245282,0.0252004,0.0252004,0.0282216,0.0290891,0.0290891,0.0299631,0.0299631,0.0282216,0.00436914,0.00503193,0.00575457
134,0.175266,0.174439,0.174439,0.173603,0.173603,0.000847171,0.000983647,0.000983647,0.00113245,0.00113245,0.0238869,0.024577,0.024577,0.0252645,0.0252645,0.0282954,0.0291825,0.0291825,0.0300779,0.0300779,0.0282954,0.00423585,0.00491824,0.00566223
135,0.17526,0.174415,0.174415,0.173559,0.173559,0.000821539,0.000961899,0.000961899,0.00111486,0.00111486,0.0239188,0.0246231,0.0246231,0.0253263,0.0253263,0.0283671,0.0292743,0.0292743,0.0301914,0.0301914,0.0283671,0.0041077,0.00480949,0.0055743
136,0.175255,0.174392,0.174392,0.173516,0.173516,0.000796904,0.000941107,0.000941107,0.00109812,0.00109812,0.0239476,0.0246666,0.0246666,0.0253859,0.0253859,0.0284369,0.0293645,0.0293645,0.0303038,0.0303038,0.0284369,0.00398452,0.00470554,0.0054906
137,0.175253,0.174371,0.174371,0.173474,0.173474,0.000773234,0.00092124,0.00092124,0.0010822,0.0010822,0.0239736,0.0247076,0.0247076,0.0254435,0.0254435,0.0285048,0.0294533,0.0294533,0.0304151,0.0304151,0.0285048,0.00386617,0.0046062,0.00541098
138,0.175253,0.174351,0.174351,0.173434,0.173434,0.000750499,0.000902268,0.000902268,0.00106706,0.00106706,0.0239968,0.0247463,0.0247463,0.0254991,0.0254991,0.028571,0.0295407,0.0295407,0.0305253,0.0305253,0.028571,0.0037525,0.00451134,0.00533529
139,0.175254,0.174333,0.174333,0.173394,0.173394,0.00072867,0.00088416,0.00088416,0.00105268,0.00105268,0.0240173,0.0247826,0.0247826,0.0255528,0.0255528,0.0286354,0.0296268,0.0296268,0.0306346,0.0306346,0.0286354,0.00364335,0.0044208,0.0052634
140,0.175257,0.174316,0.174316,0.173356,0.173356,0.000707718,0.000866888,0.000866888,0.00103904,0.00103904,0.0240352,0.0248169,0.0248169,0.0256048,0.0256048,0.0286983,0.0297117,0.0297117,0.030743,0.030743,0.0286983,0.00353859,0.00433444,0.00519518
141,0.175262,0.174301,0.174301,0.173319,0.173319,0.000687611,0.000850426,0.000850426,0.00102611,0.00102611,0.0240508,0.024849,0.024849,0.0256551,0.0256551,0.0287596,0.0297954,0.0297954,0.0308506,0.0308506,0.0287596,0.00343806,0.00425213,0.00513053
142,0.175268,0.174286,0.174286,0.173282,0.173282,0.000668323,0.000834747,0.000834747,0.00101387,0.00101387,0.024064,0.0248792,0.0248792,0.0257037,0.0257037,0.0288194,0.0298781,0.0298781,0.0309573,0.0309573,0.0288194,0.00334161,0.00417374,0.00506933
143,0.175275,0.174273,0.174273,0.173247,0.173247,0.000649824,0.000819826,0.000819826,0.0010023,0.0010023,0.0240749,0.0249075,0.0249075,0.0257509,0.0257509,0.0288778,0.0299597,0.0299597,0.0310634,0.0310634,0.0288778,0.00324912,0.00409913,0.00501151
144,0.175284,0.17426,0.17426,0.173212,0.173212,0.000632086,0.000805639,0.000805639,0.000991392,0.000991392,0.0240837,0.0249341,0.0249341,0.0257966,0.0257966,0.0289349,0.0300403,0.0300403,0.0311688,0.0311688,0.0289349,0.00316043,0.0040282,0.00495696
145,0.175294,0.174249,0.174249,0.173178,0.173178,0.000615083,0.000792163,0.000792163,0.000981122,0.000981122,0.0240905,0.024959,0.024959,0.0258409,0.0258409,0.0289906,0.03012,0.03012,0.0312736,0.0312736,0.0289906,0.00307542,0.00396082,0.00490561
146,0.175306,0.174238,0.174238,0.173145,0.173145,0.000598789,0.000779377,0.000779377,0.000971477,0.000971477,0.0240953,0.0249822,0.0249822,0.025884,0.025884,0.0290451,0.0301989,0.0301989,0.0313779,0.0313779,0.0290451,0.00299394,0.00389688,0.00485738
147,0.175319,0.174229,0.174229,0.173112,0.173112,0.000583177,0.000767259,0.000767259,0.000962444,0.000962444,0.0240983,0.025004,0.025004,0.0259258,0.0259258,0.0290985,0.0302771,0.0302771,0.0314817,0.0314817,0.0290985,0.00291588,0.0038363,0.00481222
148,0.175332,0.17422,0.17422,0.173079,0.173079,0.000568223,0.000755791,0.000755791,0.000954011,0.000954011,0.0240994,0.0250243,0.0250243,0.0259666,0.0259666,0.0291507,0.0303545,0.0303545,0.0315851,0.0315851,0.0291507,0.00284112,0.00377895,0.00477006
149,0.175347,0.174212,0.174212,0.173048,0.173048,0.000553903,0.000744953,0.000744953,0.000946167,0.000946167,0.0240988,0.0250433,0.0250433,0.0260062,0.0260062,0.0292018,0.0304312,0.0304312,0.0316881,0.0316881,0.0292018,0.00276951,0.00372477,0.00473084
150,0.175363,0.174204,0.174204,0.173016,0.173016,0.000540194,0.000734728,0.000734728,0.000938903,0.000938903,0.0240967,0.025061,0.025061,0.0260449,0.0260449,0.029252,0.0305073,0.0305073,0.0317908,0.0317908,0.029252,0.00270097,0.00367364,0.00469451
151,0.17538,0.174197,0.174197,0.172985,0.172985,0.000527072,0.0007251,0.0007251,0.000932208,0.000932208,0.0240929,0.0250775,0.0250775,0.0260827,0.0260827,0.0293011,0.0305828,0.0305828,0.0318933,0.0318933,0.0293011,0.00263536,0.0036255,0.00466104
152,0.175398,0.174191,0.174191,0.172954,0.172954,0.000514518,0.000716052,0.000716052,0.000926076,0.000926076,0.0240877,0.0250928,0.0250928,0.0261196,0.0261196,0.0293493,0.0306578,0.0306578,0.0319956,0.0319956,0.0293493,0.00257259,0.00358026,0.00463038
153,0.175416,0.174185,0.174185,0.172924,0.172924,0.000502509,0.00070757,0.00070757,0.0009205,0.0009205,0.024081,0.0251071,0.0251071,0.0261557,0.0261557,0.0293966,0.0307324,0.0307324,0.0320977,0.0320977,0.0293966,0.00251254,0.00353785,0.0046025
154,0.175436,0.17418,0.17418,0.172893,0.172893,0.000491025,0.000699641,0.000699641,0.000915474,0.000915474,0.024073,0.0251204,0.0251204,0.0261911,0.0261911,0.0294431,0.0308066,0.0308066,0.0321998,0.0321998,0.0294431,0.00245513,0.00349821,0.00457737
155,0.175456,0.174175,0.174175,0.172863,0.172863,0.000480048,0.000692252,0.000692252,0.000910994,0.000910994,0.0240637,0.0251328,0.0251328,0.0262259,0.0262259,0.0294888,0.0308804,0.0308804,0.0323019,0.0323019,0.0294888,0.00240024,0.00346126,0.00455497
156,0.175477,0.17417,0.17417,0.172833,0.172833,0.000469559,0.00068539,0.00068539,0.000907054,0.000907054,0.0240532,0.0251443,0.0251443,0.02626,0.02626,0.0295337,0.0309539,0.0309539,0.032404,0.032404,0.0295337,0.0023478,0.00342695,0.00453527
157,0.175499,0.174166,0.174166,0.172803,0.172803,0.00045954,0.000679045,0.000679045,0.000903653,0.000903653,0.0240415,0.025155,0.025155,0.0262937,0.0262937,0.0295779,0.0310272,0.0310272,0.0325063,0.0325063,0.0295779,0.0022977,0.00339523,0.00451827
158,0.175521,0.174162,0.174162,0.172772,0.172772,0.000449974,0.000673207,0.000673207,0.000900789,0.000900789,0.0240287,0.0251649,0.0251649,0.0263269,0.0263269,0.0296214,0.0311002,0.0311002,0.0326087,0.0326087,0.0296214,0.00224987,0.00336604,0.00450394
159,0.175544,0.174158,0.174158,0.172742,0.172742,0.000440845,0.000667867,0.000667867,0.000898459,0.000898459,0.0240149,0.0251742,0.0251742,0.0263597,0.0263597,0.0296642,0.0311731,0.0311731,0.0327113,0.0327113,0.0296642,0.00220422,0.00333933,0.00449229
160,0.175568,0.174154,0.174154,0.172711,0.172711,0.000432136,0.000663016,0.000663016,0.000896663,0.000896663,0.0240001,0.0251829,0.0251829,0.0263921,0.0263921,0.0297065,0.0312459,0.0312459,0.0328143,0.0328143,0.0297065,0.00216068,0.00331508,0.00448332
161,0.175592,0.17415,0.17415,0.17268,0.17268,0.000423834,0.000658646,0.000658646,0.000895402,0.000895402,0.0239843,0.025191,0.025191,0.0264243,0.0264243,0.0297481,0.0313187,0.0313187,0.0329176,0.0329176,0.0297481,0.00211917,0.00329323,0.00447701
162,0.175617,0.174147,0.174147,0.172649,0.172649,0.000415924,0.000654753,0.000654753,0.000894678,0.000894678,0.0239676,0.0251986,0.0251986,0.0264563,0.0264563,0.0297892,0.0313914,0.0313914,0.0330213,0.0330213,0.0297892,0.00207962,0.00327376,0.00447339
163,0.175642,0.174143,0.174143,0.172617,0.172617,0.000408392,0.000651328,0.000651328,0.000894493,0.000894493,0.02395,0.0252057,0.0252057,0.0264882,0.0264882,0.0298297,0.0314642,0.0314642,0.0331255,0.0331255,0.0298297,0.00204196,0.00325664,0.00447246
164,0.175667,0.174139,0.174139,0.172585,0.172585,0.000401226,0.000648369,0.000648369,0.000894849,0.000894849,0.0239317,0.0252125,0.0252125,0.02652,0.02652,0.0298698,0.031537,0.031537,0.0332302,0.0332302,0.0298698,0.00200613,0.00324185,0.00447425
165,0.175693,0.174135,0.174135,0.172552,0.172552,0.000394413,0.00064587,0.00064587,0.000895752,0.000895752,0.0239125,0.0252189,0.0252189,0.0265518,0.0265518,0.0299094,0.0316101,0.0316101,0.0333356,0.0333356,0.0299094,0.00197206,0.00322935,0.00447876
166,0.175719,0.174131,0.174131,0.172519,0.172519,0.000387941,0.000643829,0.000643829,0.000897205,0.000897205,0.0238927,0.0252251,0.0252251,0.0265836,0.0265836,0.0299486,0.0316833,0.0316833,0.0334416,0.0334416,0.0299486,0.0019397,0.00321915,0.00448603
167,0.175746,0.174127,0.174127,0.172485,0.172485,0.000381799,0.000642243,0.000642243,0.000899216,0.000899216,0.0238722,0.025231,0.025231,0.0266155,0.0266155,0.0299873,0.0317567,0.0317567,0.0335485,0.0335485,0.0299873,0.001909,0.00321121,0.00449608
168,0.175773,0.174122,0.174122,0.172451,0.172451,0.000375977,0.00064111,0.00064111,0.00090179,0.00090179,0.023851,0.0252367,0.0252367,0.0266476,0.0266476,0.0300257,0.0318304,0.0318304,0.0336561,0.0336561,0.0300257,0.00187988,0.00320555,0.00450895
169,0.1758,0.174117,0.174117,0.172415,0.172415,0.000370464,0.000640431,0.000640431,0.000904936,0.000904936,0.0238292,0.0252423,0.0252423,0.02668,0.02668,0.0300638,0.0319045,0.0319045,0.0337647,0.0337647,0.0300638,0.00185232,0.00320215,0.00452468
170,0.175828,0.174112,0.174112,0.172379,0.172379,0.000365252,0.000640204,0.000640204,0.000908664,0.000908664,0.0238069,0.0252479,0.0252479,0.0267126,0.0267126,0.0301015,0.031979,0.031979,0.0338742,0.0338742,0.0301015,0.00182626,0.00320102,0.00454332
171,0.175856,0.174106,0.174106,0.172341,0.172341,0.00036033,0.000640431,0.000640431,0.000912982,0.000912982,0.0237841,0.0252534,0.0252534,0.0267457,0.0267457,0.0301389,0.032054,0.032054,0.0339848,0.0339848,0.0301389,0.00180165,0.00320216,0.00456491
172,0.175884,0.1741,0.1741,0.172303,0.172303,0.000355691,0.000641114,0.000641114,0.000917903,0.000917903,0.0237607,0.025259,0.025259,0.0267792,0.0267792,0.030176,0.0321294,0.0321294,0.0340965,0.0340965,0.030176,0.00177846,0.00320557,0.00458951
173,0.175912,0.174093,0.174093,0.172263,0.172263,0.000351327,0.000642256,0.000642256,0.000923438,0.000923438,0.0237369,0.0252647,0.0252647,0.0268132,0.0268132,0.0302129,0.0322054,0.0322054,0.0342095,0.0342095,0.0302129,0.00175663,0.00321128,0.00461719
174,0.17594,0.174086,0.174086,0.172223,0.172223,0.000347229,0.000643861,0.000643861,0.000929601,0.000929601,0.0237126,0.0252705,0.0252705,0.0268478,0.0268478,0.0302496,0.0322821,0.0322821,0.0343238,0.0343238,0.0302496,0.00173614,0.0032193,0.00464801
175,0.175969,0.174078,0.174078,0.172181,0.172181,0.000343391,0.000645932,0.000645932,0.000936407,0.000936407,0.023688,0.0252765,0.0252765,0.0268831,0.0268831,0.030286,0.0323594,0.0323594,0.0344395,0.0344395,0.030286,0.00171695,0.00322966,0.00468204
